Calculation1,City,Count,County/State/ Territory,Gender,School,Pivot Field Values
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,Adm,Los Angeles,Male,NEW DESIGNS CHARTER SCHOOL,7
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,App,Los Angeles,Male,NEW DESIGNS CHARTER SCHOOL,15
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,Enr,Los Angeles,Female,NEW DESIGNS CHARTER SCHOOL,7
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,Adm,Los Angeles,Female,NEW DESIGNS CHARTER SCHOOL,10
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,App,Los Angeles,Female,NEW DESIGNS CHARTER SCHOOL,24
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,Enr,Los Angeles,All,NEW DESIGNS CHARTER SCHOOL,13
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,Adm,Los Angeles,All,NEW DESIGNS CHARTER SCHOOL,17
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,App,Los Angeles,All,NEW DESIGNS CHARTER SCHOOL,39
NEW MILLENNIUM SECONDARY SCHL50512,Gardena,App,Los Angeles,All,NEW MILLENNIUM SECONDARY SCHL,7
NEW OPEN WORLD ACADEMY54457,Los Angeles,Adm,Los Angeles,Male,NEW OPEN WORLD ACADEMY,6
NEW OPEN WORLD ACADEMY54457,Los Angeles,App,Los Angeles,Male,NEW OPEN WORLD ACADEMY,9
NEW OPEN WORLD ACADEMY54457,Los Angeles,Enr,Los Angeles,Female,NEW OPEN WORLD ACADEMY,9
NEW OPEN WORLD ACADEMY54457,Los Angeles,Adm,Los Angeles,Female,NEW OPEN WORLD ACADEMY,12
NEW OPEN WORLD ACADEMY54457,Los Angeles,App,Los Angeles,Female,NEW OPEN WORLD ACADEMY,22
NEW OPEN WORLD ACADEMY54457,Los Angeles,Enr,Los Angeles,All,NEW OPEN WORLD ACADEMY,11
NEW OPEN WORLD ACADEMY54457,Los Angeles,Adm,Los Angeles,All,NEW OPEN WORLD ACADEMY,18
NEW OPEN WORLD ACADEMY54457,Los Angeles,App,Los Angeles,All,NEW OPEN WORLD ACADEMY,31
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,Enr,Napa,Male,NEW TECHNOLOGY HIGH SCHOOL,5
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,Adm,Napa,Male,NEW TECHNOLOGY HIGH SCHOOL,9
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,App,Napa,Male,NEW TECHNOLOGY HIGH SCHOOL,11
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,Enr,Napa,Female,NEW TECHNOLOGY HIGH SCHOOL,3
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,Adm,Napa,Female,NEW TECHNOLOGY HIGH SCHOOL,3
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,App,Napa,Female,NEW TECHNOLOGY HIGH SCHOOL,7
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,Enr,Napa,All,NEW TECHNOLOGY HIGH SCHOOL,8
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,Adm,Napa,All,NEW TECHNOLOGY HIGH SCHOOL,12
NEW TECHNOLOGY HIGH SCHOOL52102,Napa,App,Napa,All,NEW TECHNOLOGY HIGH SCHOOL,18
NEW WEST CHARTER SCHOOL54663,Los Angeles,Enr,Los Angeles,Male,NEW WEST CHARTER SCHOOL,9
NEW WEST CHARTER SCHOOL54663,Los Angeles,Adm,Los Angeles,Male,NEW WEST CHARTER SCHOOL,15
NEW WEST CHARTER SCHOOL54663,Los Angeles,App,Los Angeles,Male,NEW WEST CHARTER SCHOOL,24
NEW WEST CHARTER SCHOOL54663,Los Angeles,Enr,Los Angeles,Female,NEW WEST CHARTER SCHOOL,9
NEW WEST CHARTER SCHOOL54663,Los Angeles,Adm,Los Angeles,Female,NEW WEST CHARTER SCHOOL,13
NEW WEST CHARTER SCHOOL54663,Los Angeles,App,Los Angeles,Female,NEW WEST CHARTER SCHOOL,24
NEW WEST CHARTER SCHOOL54663,Los Angeles,Enr,Los Angeles,All,NEW WEST CHARTER SCHOOL,18
NEW WEST CHARTER SCHOOL54663,Los Angeles,Adm,Los Angeles,All,NEW WEST CHARTER SCHOOL,28
NEW WEST CHARTER SCHOOL54663,Los Angeles,App,Los Angeles,All,NEW WEST CHARTER SCHOOL,48
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,Enr,Alameda,Male,NEWARK MEMORIAL HIGH SCHOOL,8
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,Adm,Alameda,Male,NEWARK MEMORIAL HIGH SCHOOL,20
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,App,Alameda,Male,NEWARK MEMORIAL HIGH SCHOOL,42
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,Enr,Alameda,Female,NEWARK MEMORIAL HIGH SCHOOL,14
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,Adm,Alameda,Female,NEWARK MEMORIAL HIGH SCHOOL,27
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,App,Alameda,Female,NEWARK MEMORIAL HIGH SCHOOL,45
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,Enr,Alameda,All,NEWARK MEMORIAL HIGH SCHOOL,22
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,Adm,Alameda,All,NEWARK MEMORIAL HIGH SCHOOL,47
NEWARK MEMORIAL HIGH SCHOOL52114,Newark,App,Alameda,All,NEWARK MEMORIAL HIGH SCHOOL,87
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,Enr,Ventura,Male,NEWBURY PARK HIGH SCHOOL,28
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,Adm,Ventura,Male,NEWBURY PARK HIGH SCHOOL,45
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,App,Ventura,Male,NEWBURY PARK HIGH SCHOOL,68
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,Enr,Ventura,Female,NEWBURY PARK HIGH SCHOOL,41
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,Adm,Ventura,Female,NEWBURY PARK HIGH SCHOOL,68
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,App,Ventura,Female,NEWBURY PARK HIGH SCHOOL,112
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,Enr,Ventura,All,NEWBURY PARK HIGH SCHOOL,69
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,Adm,Ventura,All,NEWBURY PARK HIGH SCHOOL,114
NEWBURY PARK HIGH SCHOOL52117,Newbury Park,App,Ventura,All,NEWBURY PARK HIGH SCHOOL,182
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,Enr,Orange,Male,NEWPORT HARBOR HIGH SCHOOL,18
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,Adm,Orange,Male,NEWPORT HARBOR HIGH SCHOOL,37
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,App,Orange,Male,NEWPORT HARBOR HIGH SCHOOL,78
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,Enr,Orange,Female,NEWPORT HARBOR HIGH SCHOOL,14
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,Adm,Orange,Female,NEWPORT HARBOR HIGH SCHOOL,30
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,App,Orange,Female,NEWPORT HARBOR HIGH SCHOOL,59
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,Enr,Orange,All,NEWPORT HARBOR HIGH SCHOOL,32
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,Adm,Orange,All,NEWPORT HARBOR HIGH SCHOOL,67
NEWPORT HARBOR HIGH SCHOOL52130,Newport Beach,App,Orange,All,NEWPORT HARBOR HIGH SCHOOL,139
NIPOMO HIGH SCHOOL52211,Nipomo,Adm,San Luis Obispo,Male,NIPOMO HIGH SCHOOL,3
NIPOMO HIGH SCHOOL52211,Nipomo,App,San Luis Obispo,Male,NIPOMO HIGH SCHOOL,8
NIPOMO HIGH SCHOOL52211,Nipomo,Enr,San Luis Obispo,Female,NIPOMO HIGH SCHOOL,7
NIPOMO HIGH SCHOOL52211,Nipomo,Adm,San Luis Obispo,Female,NIPOMO HIGH SCHOOL,11
NIPOMO HIGH SCHOOL52211,Nipomo,App,San Luis Obispo,Female,NIPOMO HIGH SCHOOL,16
NIPOMO HIGH SCHOOL52211,Nipomo,Enr,San Luis Obispo,All,NIPOMO HIGH SCHOOL,8
NIPOMO HIGH SCHOOL52211,Nipomo,Adm,San Luis Obispo,All,NIPOMO HIGH SCHOOL,15
NIPOMO HIGH SCHOOL52211,Nipomo,App,San Luis Obispo,All,NIPOMO HIGH SCHOOL,26
NOGALES HIGH SCHOOL51357,La Puente,Enr,Los Angeles,Male,NOGALES HIGH SCHOOL,8
NOGALES HIGH SCHOOL51357,La Puente,Adm,Los Angeles,Male,NOGALES HIGH SCHOOL,13
NOGALES HIGH SCHOOL51357,La Puente,App,Los Angeles,Male,NOGALES HIGH SCHOOL,20
NOGALES HIGH SCHOOL51357,La Puente,Enr,Los Angeles,Female,NOGALES HIGH SCHOOL,15
NOGALES HIGH SCHOOL51357,La Puente,Adm,Los Angeles,Female,NOGALES HIGH SCHOOL,30
NOGALES HIGH SCHOOL51357,La Puente,App,Los Angeles,Female,NOGALES HIGH SCHOOL,63
NOGALES HIGH SCHOOL51357,La Puente,Enr,Los Angeles,All,NOGALES HIGH SCHOOL,24
NOGALES HIGH SCHOOL51357,La Puente,Adm,Los Angeles,All,NOGALES HIGH SCHOOL,44
NOGALES HIGH SCHOOL51357,La Puente,App,Los Angeles,All,NOGALES HIGH SCHOOL,84
NORCO HIGH SCHOOL52129,Norco,Enr,Riverside,Male,NORCO HIGH SCHOOL,10
NORCO HIGH SCHOOL52129,Norco,Adm,Riverside,Male,NORCO HIGH SCHOOL,19
NORCO HIGH SCHOOL52129,Norco,App,Riverside,Male,NORCO HIGH SCHOOL,30
NORCO HIGH SCHOOL52129,Norco,Enr,Riverside,Female,NORCO HIGH SCHOOL,8
NORCO HIGH SCHOOL52129,Norco,Adm,Riverside,Female,NORCO HIGH SCHOOL,30
NORCO HIGH SCHOOL52129,Norco,App,Riverside,Female,NORCO HIGH SCHOOL,52
NORCO HIGH SCHOOL52129,Norco,Enr,Riverside,All,NORCO HIGH SCHOOL,18
NORCO HIGH SCHOOL52129,Norco,Adm,Riverside,All,NORCO HIGH SCHOOL,49
NORCO HIGH SCHOOL52129,Norco,App,Riverside,All,NORCO HIGH SCHOOL,82
NORDHOFF HIGH SCHOOL52260,Ojai,Enr,Ventura,Male,NORDHOFF HIGH SCHOOL,8
NORDHOFF HIGH SCHOOL52260,Ojai,Adm,Ventura,Male,NORDHOFF HIGH SCHOOL,14
NORDHOFF HIGH SCHOOL52260,Ojai,App,Ventura,Male,NORDHOFF HIGH SCHOOL,22
NORDHOFF HIGH SCHOOL52260,Ojai,Enr,Ventura,Female,NORDHOFF HIGH SCHOOL,5
NORDHOFF HIGH SCHOOL52260,Ojai,Adm,Ventura,Female,NORDHOFF HIGH SCHOOL,9
NORDHOFF HIGH SCHOOL52260,Ojai,App,Ventura,Female,NORDHOFF HIGH SCHOOL,17
NORDHOFF HIGH SCHOOL52260,Ojai,Enr,Ventura,All,NORDHOFF HIGH SCHOOL,13
NORDHOFF HIGH SCHOOL52260,Ojai,Adm,Ventura,All,NORDHOFF HIGH SCHOOL,23
NORDHOFF HIGH SCHOOL52260,Ojai,App,Ventura,All,NORDHOFF HIGH SCHOOL,39
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,Enr,Riverside,Male,NORTE VISTA SENIOR HIGH SCHOOL,20
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,Adm,Riverside,Male,NORTE VISTA SENIOR HIGH SCHOOL,29
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,App,Riverside,Male,NORTE VISTA SENIOR HIGH SCHOOL,57
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,Enr,Riverside,Female,NORTE VISTA SENIOR HIGH SCHOOL,33
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,Adm,Riverside,Female,NORTE VISTA SENIOR HIGH SCHOOL,48
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,App,Riverside,Female,NORTE VISTA SENIOR HIGH SCHOOL,95
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,Enr,Riverside,All,NORTE VISTA SENIOR HIGH SCHOOL,53
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,Adm,Riverside,All,NORTE VISTA SENIOR HIGH SCHOOL,77
NORTE VISTA SENIOR HIGH SCHOOL52664,Riverside,App,Riverside,All,NORTE VISTA SENIOR HIGH SCHOOL,152
NORTH HIGH SCHOOL50220,Bakersfield,App,Kern,Male,NORTH HIGH SCHOOL,10
NORTH HIGH SCHOOL50220,Bakersfield,Enr,Kern,Female,NORTH HIGH SCHOOL,3
NORTH HIGH SCHOOL50220,Bakersfield,Adm,Kern,Female,NORTH HIGH SCHOOL,7
NORTH HIGH SCHOOL50220,Bakersfield,App,Kern,Female,NORTH HIGH SCHOOL,25
NORTH HIGH SCHOOL50220,Bakersfield,Enr,Kern,All,NORTH HIGH SCHOOL,3
NORTH HIGH SCHOOL50220,Bakersfield,Adm,Kern,All,NORTH HIGH SCHOOL,9
NORTH HIGH SCHOOL50220,Bakersfield,App,Kern,All,NORTH HIGH SCHOOL,35
NORTH HIGH SCHOOL53520,Torrance,Enr,Los Angeles,Male,NORTH HIGH SCHOOL,17
NORTH HIGH SCHOOL53520,Torrance,Adm,Los Angeles,Male,NORTH HIGH SCHOOL,32
NORTH HIGH SCHOOL53520,Torrance,App,Los Angeles,Male,NORTH HIGH SCHOOL,50
NORTH HIGH SCHOOL53520,Torrance,Enr,Los Angeles,Female,NORTH HIGH SCHOOL,17
NORTH HIGH SCHOOL53520,Torrance,Adm,Los Angeles,Female,NORTH HIGH SCHOOL,34
NORTH HIGH SCHOOL53520,Torrance,App,Los Angeles,Female,NORTH HIGH SCHOOL,57
NORTH HIGH SCHOOL53520,Torrance,Enr,Los Angeles,All,NORTH HIGH SCHOOL,34
NORTH HIGH SCHOOL53520,Torrance,Adm,Los Angeles,All,NORTH HIGH SCHOOL,66
NORTH HIGH SCHOOL53520,Torrance,App,Los Angeles,All,NORTH HIGH SCHOOL,109
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,Enr,Los Angeles,Male,NORTH HOLLYWOOD HIGH SCHOOL,30
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,Adm,Los Angeles,Male,NORTH HOLLYWOOD HIGH SCHOOL,63
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,App,Los Angeles,Male,NORTH HOLLYWOOD HIGH SCHOOL,95
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,Enr,Los Angeles,Female,NORTH HOLLYWOOD HIGH SCHOOL,33
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,Adm,Los Angeles,Female,NORTH HOLLYWOOD HIGH SCHOOL,61
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,App,Los Angeles,Female,NORTH HOLLYWOOD HIGH SCHOOL,103
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,Enr,Los Angeles,All,NORTH HOLLYWOOD HIGH SCHOOL,64
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,Adm,Los Angeles,All,NORTH HOLLYWOOD HIGH SCHOOL,126
NORTH HOLLYWOOD HIGH SCHOOL52145,North Hollywood,App,Los Angeles,All,NORTH HOLLYWOOD HIGH SCHOOL,200
NORTH MONTEREY COUNTY HS50489,Castroville,Enr,Monterey,Male,NORTH MONTEREY COUNTY HS,7
NORTH MONTEREY COUNTY HS50489,Castroville,Adm,Monterey,Male,NORTH MONTEREY COUNTY HS,16
NORTH MONTEREY COUNTY HS50489,Castroville,App,Monterey,Male,NORTH MONTEREY COUNTY HS,28
NORTH MONTEREY COUNTY HS50489,Castroville,Enr,Monterey,Female,NORTH MONTEREY COUNTY HS,12
NORTH MONTEREY COUNTY HS50489,Castroville,Adm,Monterey,Female,NORTH MONTEREY COUNTY HS,25
NORTH MONTEREY COUNTY HS50489,Castroville,App,Monterey,Female,NORTH MONTEREY COUNTY HS,36
NORTH MONTEREY COUNTY HS50489,Castroville,Enr,Monterey,All,NORTH MONTEREY COUNTY HS,19
NORTH MONTEREY COUNTY HS50489,Castroville,Adm,Monterey,All,NORTH MONTEREY COUNTY HS,41
NORTH MONTEREY COUNTY HS50489,Castroville,App,Monterey,All,NORTH MONTEREY COUNTY HS,64
NORTH SALINAS HIGH SCHOOL52746,Salinas,Enr,Monterey,Male,NORTH SALINAS HIGH SCHOOL,7
NORTH SALINAS HIGH SCHOOL52746,Salinas,Adm,Monterey,Male,NORTH SALINAS HIGH SCHOOL,11
NORTH SALINAS HIGH SCHOOL52746,Salinas,App,Monterey,Male,NORTH SALINAS HIGH SCHOOL,21
NORTH SALINAS HIGH SCHOOL52746,Salinas,Enr,Monterey,Female,NORTH SALINAS HIGH SCHOOL,12
NORTH SALINAS HIGH SCHOOL52746,Salinas,Adm,Monterey,Female,NORTH SALINAS HIGH SCHOOL,23
NORTH SALINAS HIGH SCHOOL52746,Salinas,App,Monterey,Female,NORTH SALINAS HIGH SCHOOL,42
NORTH SALINAS HIGH SCHOOL52746,Salinas,Enr,Monterey,All,NORTH SALINAS HIGH SCHOOL,19
NORTH SALINAS HIGH SCHOOL52746,Salinas,Adm,Monterey,All,NORTH SALINAS HIGH SCHOOL,35
NORTH SALINAS HIGH SCHOOL52746,Salinas,App,Monterey,All,NORTH SALINAS HIGH SCHOOL,64
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,Adm,Placer,Male,NORTH TAHOE HIGH SCHOOL,3
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,App,Placer,Male,NORTH TAHOE HIGH SCHOOL,8
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,Enr,Placer,Female,NORTH TAHOE HIGH SCHOOL,3
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,Adm,Placer,Female,NORTH TAHOE HIGH SCHOOL,9
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,App,Placer,Female,NORTH TAHOE HIGH SCHOOL,19
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,Enr,Placer,All,NORTH TAHOE HIGH SCHOOL,5
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,Adm,Placer,All,NORTH TAHOE HIGH SCHOOL,13
NORTH TAHOE HIGH SCHOOL53537,Tahoe City,App,Placer,All,NORTH TAHOE HIGH SCHOOL,28
NORTH VALLEY MILITARY INST53969,Sun Valley,App,Los Angeles,Male,NORTH VALLEY MILITARY INST,10
NORTH VALLEY MILITARY INST53969,Sun Valley,Enr,Los Angeles,Female,NORTH VALLEY MILITARY INST,3
NORTH VALLEY MILITARY INST53969,Sun Valley,Adm,Los Angeles,Female,NORTH VALLEY MILITARY INST,3
NORTH VALLEY MILITARY INST53969,Sun Valley,App,Los Angeles,Female,NORTH VALLEY MILITARY INST,10
NORTH VALLEY MILITARY INST53969,Sun Valley,Enr,Los Angeles,All,NORTH VALLEY MILITARY INST,4
NORTH VALLEY MILITARY INST53969,Sun Valley,Adm,Los Angeles,All,NORTH VALLEY MILITARY INST,4
NORTH VALLEY MILITARY INST53969,Sun Valley,App,Los Angeles,All,NORTH VALLEY MILITARY INST,20
NORTHCOAST PREP & PERF ARTS A53609,Arcata,Enr,Humboldt,Female,NORTHCOAST PREP & PERF ARTS A,4
NORTHCOAST PREP & PERF ARTS A53609,Arcata,Adm,Humboldt,Female,NORTHCOAST PREP & PERF ARTS A,7
NORTHCOAST PREP & PERF ARTS A53609,Arcata,App,Humboldt,Female,NORTHCOAST PREP & PERF ARTS A,8
NORTHCOAST PREP & PERF ARTS A53609,Arcata,Enr,Humboldt,All,NORTHCOAST PREP & PERF ARTS A,4
NORTHCOAST PREP & PERF ARTS A53609,Arcata,Adm,Humboldt,All,NORTHCOAST PREP & PERF ARTS A,9
NORTHCOAST PREP & PERF ARTS A53609,Arcata,App,Humboldt,All,NORTHCOAST PREP & PERF ARTS A,10
NORTHGATE HIGH SCHOOL50666,Walnut Creek,Enr,Contra Costa,Male,NORTHGATE HIGH SCHOOL,23
NORTHGATE HIGH SCHOOL50666,Walnut Creek,Adm,Contra Costa,Male,NORTHGATE HIGH SCHOOL,40
NORTHGATE HIGH SCHOOL50666,Walnut Creek,App,Contra Costa,Male,NORTHGATE HIGH SCHOOL,70
NORTHGATE HIGH SCHOOL50666,Walnut Creek,Enr,Contra Costa,Female,NORTHGATE HIGH SCHOOL,34
NORTHGATE HIGH SCHOOL50666,Walnut Creek,Adm,Contra Costa,Female,NORTHGATE HIGH SCHOOL,64
NORTHGATE HIGH SCHOOL50666,Walnut Creek,App,Contra Costa,Female,NORTHGATE HIGH SCHOOL,108
NORTHGATE HIGH SCHOOL50666,Walnut Creek,Enr,Contra Costa,All,NORTHGATE HIGH SCHOOL,57
NORTHGATE HIGH SCHOOL50666,Walnut Creek,Adm,Contra Costa,All,NORTHGATE HIGH SCHOOL,104
NORTHGATE HIGH SCHOOL50666,Walnut Creek,App,Contra Costa,All,NORTHGATE HIGH SCHOOL,179
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,Adm,Los Angeles,Male,NORTHRIDGE ACADEMY HIGH SCHOOL,5
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,App,Los Angeles,Male,NORTHRIDGE ACADEMY HIGH SCHOOL,13
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,Enr,Los Angeles,Female,NORTHRIDGE ACADEMY HIGH SCHOOL,4
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,Adm,Los Angeles,Female,NORTHRIDGE ACADEMY HIGH SCHOOL,14
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,App,Los Angeles,Female,NORTHRIDGE ACADEMY HIGH SCHOOL,24
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,Enr,Los Angeles,All,NORTHRIDGE ACADEMY HIGH SCHOOL,6
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,Adm,Los Angeles,All,NORTHRIDGE ACADEMY HIGH SCHOOL,19
NORTHRIDGE ACADEMY HIGH SCHOOL53879,Northridge,App,Los Angeles,All,NORTHRIDGE ACADEMY HIGH SCHOOL,37
NORTHVIEW HIGH SCHOOL50703,Covina,Enr,Los Angeles,Male,NORTHVIEW HIGH SCHOOL,4
NORTHVIEW HIGH SCHOOL50703,Covina,Adm,Los Angeles,Male,NORTHVIEW HIGH SCHOOL,7
NORTHVIEW HIGH SCHOOL50703,Covina,App,Los Angeles,Male,NORTHVIEW HIGH SCHOOL,20
NORTHVIEW HIGH SCHOOL50703,Covina,Enr,Los Angeles,Female,NORTHVIEW HIGH SCHOOL,10
NORTHVIEW HIGH SCHOOL50703,Covina,Adm,Los Angeles,Female,NORTHVIEW HIGH SCHOOL,22
NORTHVIEW HIGH SCHOOL50703,Covina,App,Los Angeles,Female,NORTHVIEW HIGH SCHOOL,40
NORTHVIEW HIGH SCHOOL50703,Covina,Enr,Los Angeles,All,NORTHVIEW HIGH SCHOOL,14
NORTHVIEW HIGH SCHOOL50703,Covina,Adm,Los Angeles,All,NORTHVIEW HIGH SCHOOL,29
NORTHVIEW HIGH SCHOOL50703,Covina,App,Los Angeles,All,NORTHVIEW HIGH SCHOOL,60
NORTHWOOD HIGH SCHOOL51283,Irvine,Enr,Orange,Male,NORTHWOOD HIGH SCHOOL,68
NORTHWOOD HIGH SCHOOL51283,Irvine,Adm,Orange,Male,NORTHWOOD HIGH SCHOOL,122
NORTHWOOD HIGH SCHOOL51283,Irvine,App,Orange,Male,NORTHWOOD HIGH SCHOOL,165
NORTHWOOD HIGH SCHOOL51283,Irvine,Enr,Orange,Female,NORTHWOOD HIGH SCHOOL,87
NORTHWOOD HIGH SCHOOL51283,Irvine,Adm,Orange,Female,NORTHWOOD HIGH SCHOOL,154
NORTHWOOD HIGH SCHOOL51283,Irvine,App,Orange,Female,NORTHWOOD HIGH SCHOOL,206
NORTHWOOD HIGH SCHOOL51283,Irvine,Enr,Orange,All,NORTHWOOD HIGH SCHOOL,155
NORTHWOOD HIGH SCHOOL51283,Irvine,Adm,Orange,All,NORTHWOOD HIGH SCHOOL,276
NORTHWOOD HIGH SCHOOL51283,Irvine,App,Orange,All,NORTHWOOD HIGH SCHOOL,372
NORWALK HIGH SCHOOL52167,Norwalk,Enr,Los Angeles,Male,NORWALK HIGH SCHOOL,10
NORWALK HIGH SCHOOL52167,Norwalk,Adm,Los Angeles,Male,NORWALK HIGH SCHOOL,24
NORWALK HIGH SCHOOL52167,Norwalk,App,Los Angeles,Male,NORWALK HIGH SCHOOL,47
NORWALK HIGH SCHOOL52167,Norwalk,Enr,Los Angeles,Female,NORWALK HIGH SCHOOL,16
NORWALK HIGH SCHOOL52167,Norwalk,Adm,Los Angeles,Female,NORWALK HIGH SCHOOL,34
NORWALK HIGH SCHOOL52167,Norwalk,App,Los Angeles,Female,NORWALK HIGH SCHOOL,68
NORWALK HIGH SCHOOL52167,Norwalk,Enr,Los Angeles,All,NORWALK HIGH SCHOOL,26
NORWALK HIGH SCHOOL52167,Norwalk,Adm,Los Angeles,All,NORWALK HIGH SCHOOL,59
NORWALK HIGH SCHOOL52167,Norwalk,App,Los Angeles,All,NORWALK HIGH SCHOOL,116
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,Adm,Orange,Male,NOVA ACADEMY EARLY COLLEGE HS,5
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,App,Orange,Male,NOVA ACADEMY EARLY COLLEGE HS,15
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,Enr,Orange,Female,NOVA ACADEMY EARLY COLLEGE HS,5
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,Adm,Orange,Female,NOVA ACADEMY EARLY COLLEGE HS,12
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,App,Orange,Female,NOVA ACADEMY EARLY COLLEGE HS,20
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,Enr,Orange,All,NOVA ACADEMY EARLY COLLEGE HS,7
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,Adm,Orange,All,NOVA ACADEMY EARLY COLLEGE HS,17
NOVA ACADEMY EARLY COLLEGE HS54104,Santa Ana,App,Orange,All,NOVA ACADEMY EARLY COLLEGE HS,36
NOVA ACADEMY-COACHELLA54608,Coachella,Adm,Riverside,Female,NOVA ACADEMY-COACHELLA,3
NOVA ACADEMY-COACHELLA54608,Coachella,Adm,Riverside,All,NOVA ACADEMY-COACHELLA,4
NOVA ACADEMY-COACHELLA54608,Coachella,App,Riverside,All,NOVA ACADEMY-COACHELLA,6
NOVATO HIGH SCHOOL52170,Novato,Enr,Marin,Male,NOVATO HIGH SCHOOL,5
NOVATO HIGH SCHOOL52170,Novato,Adm,Marin,Male,NOVATO HIGH SCHOOL,12
NOVATO HIGH SCHOOL52170,Novato,App,Marin,Male,NOVATO HIGH SCHOOL,27
NOVATO HIGH SCHOOL52170,Novato,Enr,Marin,Female,NOVATO HIGH SCHOOL,17
NOVATO HIGH SCHOOL52170,Novato,Adm,Marin,Female,NOVATO HIGH SCHOOL,36
NOVATO HIGH SCHOOL52170,Novato,App,Marin,Female,NOVATO HIGH SCHOOL,66
NOVATO HIGH SCHOOL52170,Novato,Enr,Marin,All,NOVATO HIGH SCHOOL,22
