Calculation1,City,Count,County/State/ Territory,Gender,School,Pivot Field Values
MONTGOMERY HIGH SCHOOL53328,Santa Rosa,Enr,Sonoma,Female,MONTGOMERY HIGH SCHOOL,5
MONTGOMERY HIGH SCHOOL53328,Santa Rosa,Adm,Sonoma,Female,MONTGOMERY HIGH SCHOOL,12
MONTGOMERY HIGH SCHOOL53328,Santa Rosa,App,Sonoma,Female,MONTGOMERY HIGH SCHOOL,36
MONTGOMERY HIGH SCHOOL53328,Santa Rosa,Enr,Sonoma,All,MONTGOMERY HIGH SCHOOL,10
MONTGOMERY HIGH SCHOOL53328,Santa Rosa,Adm,Sonoma,All,MONTGOMERY HIGH SCHOOL,21
MONTGOMERY HIGH SCHOOL53328,Santa Rosa,App,Sonoma,All,MONTGOMERY HIGH SCHOOL,54
MOORPARK HIGH SCHOOL52055,Moorpark,Enr,Ventura,Male,MOORPARK HIGH SCHOOL,13
MOORPARK HIGH SCHOOL52055,Moorpark,Adm,Ventura,Male,MOORPARK HIGH SCHOOL,25
MOORPARK HIGH SCHOOL52055,Moorpark,App,Ventura,Male,MOORPARK HIGH SCHOOL,38
MOORPARK HIGH SCHOOL52055,Moorpark,Enr,Ventura,Female,MOORPARK HIGH SCHOOL,15
MOORPARK HIGH SCHOOL52055,Moorpark,Adm,Ventura,Female,MOORPARK HIGH SCHOOL,35
MOORPARK HIGH SCHOOL52055,Moorpark,App,Ventura,Female,MOORPARK HIGH SCHOOL,57
MOORPARK HIGH SCHOOL52055,Moorpark,Enr,Ventura,All,MOORPARK HIGH SCHOOL,28
MOORPARK HIGH SCHOOL52055,Moorpark,Adm,Ventura,All,MOORPARK HIGH SCHOOL,61
MOORPARK HIGH SCHOOL52055,Moorpark,App,Ventura,All,MOORPARK HIGH SCHOOL,97
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,Enr,Riverside,Male,MORENO VALLEY HIGH SCHOOL,20
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,Adm,Riverside,Male,MORENO VALLEY HIGH SCHOOL,29
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,App,Riverside,Male,MORENO VALLEY HIGH SCHOOL,55
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,Enr,Riverside,Female,MORENO VALLEY HIGH SCHOOL,21
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,Adm,Riverside,Female,MORENO VALLEY HIGH SCHOOL,31
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,App,Riverside,Female,MORENO VALLEY HIGH SCHOOL,80
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,Enr,Riverside,All,MORENO VALLEY HIGH SCHOOL,41
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,Adm,Riverside,All,MORENO VALLEY HIGH SCHOOL,60
MORENO VALLEY HIGH SCHOOL53459,Moreno Valley,App,Riverside,All,MORENO VALLEY HIGH SCHOOL,135
MORNINGSIDE HIGH SCHOOL51262,Inglewood,Adm,Los Angeles,Male,MORNINGSIDE HIGH SCHOOL,4
MORNINGSIDE HIGH SCHOOL51262,Inglewood,App,Los Angeles,Male,MORNINGSIDE HIGH SCHOOL,8
MORNINGSIDE HIGH SCHOOL51262,Inglewood,Enr,Los Angeles,Female,MORNINGSIDE HIGH SCHOOL,3
MORNINGSIDE HIGH SCHOOL51262,Inglewood,Adm,Los Angeles,Female,MORNINGSIDE HIGH SCHOOL,6
MORNINGSIDE HIGH SCHOOL51262,Inglewood,App,Los Angeles,Female,MORNINGSIDE HIGH SCHOOL,14
MORNINGSIDE HIGH SCHOOL51262,Inglewood,Enr,Los Angeles,All,MORNINGSIDE HIGH SCHOOL,5
MORNINGSIDE HIGH SCHOOL51262,Inglewood,Adm,Los Angeles,All,MORNINGSIDE HIGH SCHOOL,10
MORNINGSIDE HIGH SCHOOL51262,Inglewood,App,Los Angeles,All,MORNINGSIDE HIGH SCHOOL,22
MORRO BAY HIGH SCHOOL52061,Morro Bay,Enr,San Luis Obispo,Male,MORRO BAY HIGH SCHOOL,6
MORRO BAY HIGH SCHOOL52061,Morro Bay,Adm,San Luis Obispo,Male,MORRO BAY HIGH SCHOOL,12
MORRO BAY HIGH SCHOOL52061,Morro Bay,App,San Luis Obispo,Male,MORRO BAY HIGH SCHOOL,24
MORRO BAY HIGH SCHOOL52061,Morro Bay,Enr,San Luis Obispo,Female,MORRO BAY HIGH SCHOOL,7
MORRO BAY HIGH SCHOOL52061,Morro Bay,Adm,San Luis Obispo,Female,MORRO BAY HIGH SCHOOL,17
MORRO BAY HIGH SCHOOL52061,Morro Bay,App,San Luis Obispo,Female,MORRO BAY HIGH SCHOOL,26
MORRO BAY HIGH SCHOOL52061,Morro Bay,Enr,San Luis Obispo,All,MORRO BAY HIGH SCHOOL,13
MORRO BAY HIGH SCHOOL52061,Morro Bay,Adm,San Luis Obispo,All,MORRO BAY HIGH SCHOOL,29
MORRO BAY HIGH SCHOOL52061,Morro Bay,App,San Luis Obispo,All,MORRO BAY HIGH SCHOOL,50
MOUNT DIABLO HIGH SCHOOL50660,Concord,Enr,Contra Costa,Male,MOUNT DIABLO HIGH SCHOOL,5
MOUNT DIABLO HIGH SCHOOL50660,Concord,Adm,Contra Costa,Male,MOUNT DIABLO HIGH SCHOOL,10
MOUNT DIABLO HIGH SCHOOL50660,Concord,App,Contra Costa,Male,MOUNT DIABLO HIGH SCHOOL,17
MOUNT DIABLO HIGH SCHOOL50660,Concord,Enr,Contra Costa,Female,MOUNT DIABLO HIGH SCHOOL,10
MOUNT DIABLO HIGH SCHOOL50660,Concord,Adm,Contra Costa,Female,MOUNT DIABLO HIGH SCHOOL,17
MOUNT DIABLO HIGH SCHOOL50660,Concord,App,Contra Costa,Female,MOUNT DIABLO HIGH SCHOOL,32
MOUNT DIABLO HIGH SCHOOL50660,Concord,Enr,Contra Costa,All,MOUNT DIABLO HIGH SCHOOL,15
MOUNT DIABLO HIGH SCHOOL50660,Concord,Adm,Contra Costa,All,MOUNT DIABLO HIGH SCHOOL,27
MOUNT DIABLO HIGH SCHOOL50660,Concord,App,Contra Costa,All,MOUNT DIABLO HIGH SCHOOL,49
MOUNT EDEN HIGH SCHOOL51153,Hayward,Enr,Alameda,Male,MOUNT EDEN HIGH SCHOOL,9
MOUNT EDEN HIGH SCHOOL51153,Hayward,Adm,Alameda,Male,MOUNT EDEN HIGH SCHOOL,17
MOUNT EDEN HIGH SCHOOL51153,Hayward,App,Alameda,Male,MOUNT EDEN HIGH SCHOOL,42
MOUNT EDEN HIGH SCHOOL51153,Hayward,Enr,Alameda,Female,MOUNT EDEN HIGH SCHOOL,21
MOUNT EDEN HIGH SCHOOL51153,Hayward,Adm,Alameda,Female,MOUNT EDEN HIGH SCHOOL,40
MOUNT EDEN HIGH SCHOOL51153,Hayward,App,Alameda,Female,MOUNT EDEN HIGH SCHOOL,79
MOUNT EDEN HIGH SCHOOL51153,Hayward,Enr,Alameda,All,MOUNT EDEN HIGH SCHOOL,30
MOUNT EDEN HIGH SCHOOL51153,Hayward,Adm,Alameda,All,MOUNT EDEN HIGH SCHOOL,57
MOUNT EDEN HIGH SCHOOL51153,Hayward,App,Alameda,All,MOUNT EDEN HIGH SCHOOL,121
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,Enr,San Diego,Male,MOUNT MIGUEL HIGH SCHOOL,7
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,Adm,San Diego,Male,MOUNT MIGUEL HIGH SCHOOL,9
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,App,San Diego,Male,MOUNT MIGUEL HIGH SCHOOL,12
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,Enr,San Diego,Female,MOUNT MIGUEL HIGH SCHOOL,3
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,Adm,San Diego,Female,MOUNT MIGUEL HIGH SCHOOL,9
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,App,San Diego,Female,MOUNT MIGUEL HIGH SCHOOL,17
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,Enr,San Diego,All,MOUNT MIGUEL HIGH SCHOOL,10
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,Adm,San Diego,All,MOUNT MIGUEL HIGH SCHOOL,18
MOUNT MIGUEL HIGH SCHOOL53417,Spring Valley,App,San Diego,All,MOUNT MIGUEL HIGH SCHOOL,29
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,Enr,Santa Clara,Male,MOUNT PLEASANT HIGH SCHOOL,8
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,Adm,Santa Clara,Male,MOUNT PLEASANT HIGH SCHOOL,14
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,App,Santa Clara,Male,MOUNT PLEASANT HIGH SCHOOL,21
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,Enr,Santa Clara,Female,MOUNT PLEASANT HIGH SCHOOL,7
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,Adm,Santa Clara,Female,MOUNT PLEASANT HIGH SCHOOL,13
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,App,Santa Clara,Female,MOUNT PLEASANT HIGH SCHOOL,30
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,Enr,Santa Clara,All,MOUNT PLEASANT HIGH SCHOOL,15
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,Adm,Santa Clara,All,MOUNT PLEASANT HIGH SCHOOL,27
MOUNT PLEASANT HIGH SCHOOL53094,San Jose,App,Santa Clara,All,MOUNT PLEASANT HIGH SCHOOL,51
MOUNT SHASTA HIGH SCHOOL52080,Mount Shasta,Adm,Siskiyou,All,MOUNT SHASTA HIGH SCHOOL,3
MOUNT SHASTA HIGH SCHOOL52080,Mount Shasta,App,Siskiyou,All,MOUNT SHASTA HIGH SCHOOL,8
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,Adm,Tulare,Male,MOUNT WHITNEY HIGH SCHOOL,5
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,App,Tulare,Male,MOUNT WHITNEY HIGH SCHOOL,7
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,Enr,Tulare,Female,MOUNT WHITNEY HIGH SCHOOL,8
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,Adm,Tulare,Female,MOUNT WHITNEY HIGH SCHOOL,9
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,App,Tulare,Female,MOUNT WHITNEY HIGH SCHOOL,14
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,Enr,Tulare,All,MOUNT WHITNEY HIGH SCHOOL,9
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,Adm,Tulare,All,MOUNT WHITNEY HIGH SCHOOL,14
MOUNT WHITNEY HIGH SCHOOL53670,Visalia,App,Tulare,All,MOUNT WHITNEY HIGH SCHOOL,21
MOUNTAIN EMPIRE HIGH SCHOOL50455,Pine Valley,Enr,San Diego,Female,MOUNTAIN EMPIRE HIGH SCHOOL,4
MOUNTAIN EMPIRE HIGH SCHOOL50455,Pine Valley,Adm,San Diego,Female,MOUNTAIN EMPIRE HIGH SCHOOL,7
MOUNTAIN EMPIRE HIGH SCHOOL50455,Pine Valley,App,San Diego,Female,MOUNTAIN EMPIRE HIGH SCHOOL,12
MOUNTAIN EMPIRE HIGH SCHOOL50455,Pine Valley,Enr,San Diego,All,MOUNTAIN EMPIRE HIGH SCHOOL,4
MOUNTAIN EMPIRE HIGH SCHOOL50455,Pine Valley,Adm,San Diego,All,MOUNTAIN EMPIRE HIGH SCHOOL,7
MOUNTAIN EMPIRE HIGH SCHOOL50455,Pine Valley,App,San Diego,All,MOUNTAIN EMPIRE HIGH SCHOOL,13
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,Enr,San Joaquin,Male,MOUNTAIN HOUSE HIGH SCHOOL,9
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,Adm,San Joaquin,Male,MOUNTAIN HOUSE HIGH SCHOOL,12
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,App,San Joaquin,Male,MOUNTAIN HOUSE HIGH SCHOOL,25
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,Enr,San Joaquin,Female,MOUNTAIN HOUSE HIGH SCHOOL,13
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,Adm,San Joaquin,Female,MOUNTAIN HOUSE HIGH SCHOOL,22
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,App,San Joaquin,Female,MOUNTAIN HOUSE HIGH SCHOOL,36
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,Enr,San Joaquin,All,MOUNTAIN HOUSE HIGH SCHOOL,22
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,Adm,San Joaquin,All,MOUNTAIN HOUSE HIGH SCHOOL,35
MOUNTAIN HOUSE HIGH SCHOOL54813,Mountain House,App,San Joaquin,All,MOUNTAIN HOUSE HIGH SCHOOL,62
MOUNTAIN VALLEY ACADEMY52959,Ramona,Adm,San Diego,All,MOUNTAIN VALLEY ACADEMY,3
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,Enr,Los Angeles,Male,MOUNTAIN VIEW HIGH SCHOOL,7
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,Adm,Los Angeles,Male,MOUNTAIN VIEW HIGH SCHOOL,10
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,App,Los Angeles,Male,MOUNTAIN VIEW HIGH SCHOOL,16
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,Enr,Los Angeles,Female,MOUNTAIN VIEW HIGH SCHOOL,11
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,Adm,Los Angeles,Female,MOUNTAIN VIEW HIGH SCHOOL,18
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,App,Los Angeles,Female,MOUNTAIN VIEW HIGH SCHOOL,30
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,Enr,Los Angeles,All,MOUNTAIN VIEW HIGH SCHOOL,18
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,Adm,Los Angeles,All,MOUNTAIN VIEW HIGH SCHOOL,28
MOUNTAIN VIEW HIGH SCHOOL50837,El Monte,App,Los Angeles,All,MOUNTAIN VIEW HIGH SCHOOL,46
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,Enr,Santa Clara,Male,MOUNTAIN VIEW HIGH SCHOOL,28
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,Adm,Santa Clara,Male,MOUNTAIN VIEW HIGH SCHOOL,59
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,App,Santa Clara,Male,MOUNTAIN VIEW HIGH SCHOOL,95
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,Enr,Santa Clara,Female,MOUNTAIN VIEW HIGH SCHOOL,41
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,Adm,Santa Clara,Female,MOUNTAIN VIEW HIGH SCHOOL,96
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,App,Santa Clara,Female,MOUNTAIN VIEW HIGH SCHOOL,133
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,Enr,Santa Clara,All,MOUNTAIN VIEW HIGH SCHOOL,69
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,Adm,Santa Clara,All,MOUNTAIN VIEW HIGH SCHOOL,155
MOUNTAIN VIEW HIGH SCHOOL52075,Mountain View,App,Santa Clara,All,MOUNTAIN VIEW HIGH SCHOOL,228
MT CARMEL HIGH SCHOOL52862,San Diego,Enr,San Diego,Male,MT CARMEL HIGH SCHOOL,27
MT CARMEL HIGH SCHOOL52862,San Diego,Adm,San Diego,Male,MT CARMEL HIGH SCHOOL,47
MT CARMEL HIGH SCHOOL52862,San Diego,App,San Diego,Male,MT CARMEL HIGH SCHOOL,73
MT CARMEL HIGH SCHOOL52862,San Diego,Enr,San Diego,Female,MT CARMEL HIGH SCHOOL,30
MT CARMEL HIGH SCHOOL52862,San Diego,Adm,San Diego,Female,MT CARMEL HIGH SCHOOL,53
MT CARMEL HIGH SCHOOL52862,San Diego,App,San Diego,Female,MT CARMEL HIGH SCHOOL,77
MT CARMEL HIGH SCHOOL52862,San Diego,Enr,San Diego,All,MT CARMEL HIGH SCHOOL,57
MT CARMEL HIGH SCHOOL52862,San Diego,Adm,San Diego,All,MT CARMEL HIGH SCHOOL,101
MT CARMEL HIGH SCHOOL52862,San Diego,App,San Diego,All,MT CARMEL HIGH SCHOOL,151
MT EVEREST ACADEMY52826,San Diego,Adm,San Diego,Male,MT EVEREST ACADEMY,5
MT EVEREST ACADEMY52826,San Diego,App,San Diego,Male,MT EVEREST ACADEMY,6
MT EVEREST ACADEMY52826,San Diego,Enr,San Diego,Female,MT EVEREST ACADEMY,5
MT EVEREST ACADEMY52826,San Diego,Adm,San Diego,Female,MT EVEREST ACADEMY,9
MT EVEREST ACADEMY52826,San Diego,App,San Diego,Female,MT EVEREST ACADEMY,14
MT EVEREST ACADEMY52826,San Diego,Enr,San Diego,All,MT EVEREST ACADEMY,6
MT EVEREST ACADEMY52826,San Diego,Adm,San Diego,All,MT EVEREST ACADEMY,14
MT EVEREST ACADEMY52826,San Diego,App,San Diego,All,MT EVEREST ACADEMY,20
MUIR52864,San Diego,App,San Diego,All,MUIR,5
MURRIETA MESA HIGH SCHOOL54357,Murrieta,Enr,Riverside,Male,MURRIETA MESA HIGH SCHOOL,22
MURRIETA MESA HIGH SCHOOL54357,Murrieta,Adm,Riverside,Male,MURRIETA MESA HIGH SCHOOL,29
MURRIETA MESA HIGH SCHOOL54357,Murrieta,App,Riverside,Male,MURRIETA MESA HIGH SCHOOL,43
MURRIETA MESA HIGH SCHOOL54357,Murrieta,Enr,Riverside,Female,MURRIETA MESA HIGH SCHOOL,32
MURRIETA MESA HIGH SCHOOL54357,Murrieta,Adm,Riverside,Female,MURRIETA MESA HIGH SCHOOL,45
MURRIETA MESA HIGH SCHOOL54357,Murrieta,App,Riverside,Female,MURRIETA MESA HIGH SCHOOL,65
MURRIETA MESA HIGH SCHOOL54357,Murrieta,Enr,Riverside,All,MURRIETA MESA HIGH SCHOOL,54
MURRIETA MESA HIGH SCHOOL54357,Murrieta,Adm,Riverside,All,MURRIETA MESA HIGH SCHOOL,74
MURRIETA MESA HIGH SCHOOL54357,Murrieta,App,Riverside,All,MURRIETA MESA HIGH SCHOOL,108
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,Enr,Riverside,Male,MURRIETA VALLEY HIGH SCHOOL,21
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,Adm,Riverside,Male,MURRIETA VALLEY HIGH SCHOOL,27
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,App,Riverside,Male,MURRIETA VALLEY HIGH SCHOOL,41
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,Enr,Riverside,Female,MURRIETA VALLEY HIGH SCHOOL,21
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,Adm,Riverside,Female,MURRIETA VALLEY HIGH SCHOOL,41
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,App,Riverside,Female,MURRIETA VALLEY HIGH SCHOOL,63
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,Enr,Riverside,All,MURRIETA VALLEY HIGH SCHOOL,42
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,Adm,Riverside,All,MURRIETA VALLEY HIGH SCHOOL,68
MURRIETA VALLEY HIGH SCHOOL52073,Murrieta,App,Riverside,All,MURRIETA VALLEY HIGH SCHOOL,104
NAPA HIGH SCHOOL52085,Napa,Enr,Napa,Male,NAPA HIGH SCHOOL,15
NAPA HIGH SCHOOL52085,Napa,Adm,Napa,Male,NAPA HIGH SCHOOL,27
NAPA HIGH SCHOOL52085,Napa,App,Napa,Male,NAPA HIGH SCHOOL,41
NAPA HIGH SCHOOL52085,Napa,Enr,Napa,Female,NAPA HIGH SCHOOL,12
NAPA HIGH SCHOOL52085,Napa,Adm,Napa,Female,NAPA HIGH SCHOOL,26
NAPA HIGH SCHOOL52085,Napa,App,Napa,Female,NAPA HIGH SCHOOL,51
NAPA HIGH SCHOOL52085,Napa,Enr,Napa,All,NAPA HIGH SCHOOL,27
NAPA HIGH SCHOOL52085,Napa,Adm,Napa,All,NAPA HIGH SCHOOL,53
NAPA HIGH SCHOOL52085,Napa,App,Napa,All,NAPA HIGH SCHOOL,92
NARBONNE HIGH SCHOOL51140,Harbor City,Enr,Los Angeles,Male,NARBONNE HIGH SCHOOL,7
NARBONNE HIGH SCHOOL51140,Harbor City,Adm,Los Angeles,Male,NARBONNE HIGH SCHOOL,11
NARBONNE HIGH SCHOOL51140,Harbor City,App,Los Angeles,Male,NARBONNE HIGH SCHOOL,26
NARBONNE HIGH SCHOOL51140,Harbor City,Enr,Los Angeles,Female,NARBONNE HIGH SCHOOL,16
NARBONNE HIGH SCHOOL51140,Harbor City,Adm,Los Angeles,Female,NARBONNE HIGH SCHOOL,37
NARBONNE HIGH SCHOOL51140,Harbor City,App,Los Angeles,Female,NARBONNE HIGH SCHOOL,55
NARBONNE HIGH SCHOOL51140,Harbor City,Enr,Los Angeles,All,NARBONNE HIGH SCHOOL,23
NARBONNE HIGH SCHOOL51140,Harbor City,Adm,Los Angeles,All,NARBONNE HIGH SCHOOL,48
NARBONNE HIGH SCHOOL51140,Harbor City,App,Los Angeles,All,NARBONNE HIGH SCHOOL,81
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,Enr,Sacramento,Male,NATOMAS CHARTER SCHOOL PERFORM,5
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,Adm,Sacramento,Male,NATOMAS CHARTER SCHOOL PERFORM,6
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,App,Sacramento,Male,NATOMAS CHARTER SCHOOL PERFORM,10
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,Enr,Sacramento,Female,NATOMAS CHARTER SCHOOL PERFORM,13
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,Adm,Sacramento,Female,NATOMAS CHARTER SCHOOL PERFORM,22
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,App,Sacramento,Female,NATOMAS CHARTER SCHOOL PERFORM,32
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,Enr,Sacramento,All,NATOMAS CHARTER SCHOOL PERFORM,18
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,Adm,Sacramento,All,NATOMAS CHARTER SCHOOL PERFORM,28
NATOMAS CHARTER SCHOOL PERFORM52803,Sacramento,App,Sacramento,All,NATOMAS CHARTER SCHOOL PERFORM,42
NATOMAS HIGH SCHOOL52782,Sacramento,Adm,Sacramento,Male,NATOMAS HIGH SCHOOL,6
NATOMAS HIGH SCHOOL52782,Sacramento,App,Sacramento,Male,NATOMAS HIGH SCHOOL,11
NATOMAS HIGH SCHOOL52782,Sacramento,Enr,Sacramento,Female,NATOMAS HIGH SCHOOL,5
NATOMAS HIGH SCHOOL52782,Sacramento,Adm,Sacramento,Female,NATOMAS HIGH SCHOOL,10
NATOMAS HIGH SCHOOL52782,Sacramento,App,Sacramento,Female,NATOMAS HIGH SCHOOL,20
NATOMAS HIGH SCHOOL52782,Sacramento,Enr,Sacramento,All,NATOMAS HIGH SCHOOL,7
NATOMAS HIGH SCHOOL52782,Sacramento,Adm,Sacramento,All,NATOMAS HIGH SCHOOL,16
NATOMAS HIGH SCHOOL52782,Sacramento,App,Sacramento,All,NATOMAS HIGH SCHOOL,31
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,Enr,Sacramento,Male,NATOMAS PACIFIC PATHWAYS PREP,3
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,Adm,Sacramento,Male,NATOMAS PACIFIC PATHWAYS PREP,9
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,App,Sacramento,Male,NATOMAS PACIFIC PATHWAYS PREP,21
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,Enr,Sacramento,Female,NATOMAS PACIFIC PATHWAYS PREP,12
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,Adm,Sacramento,Female,NATOMAS PACIFIC PATHWAYS PREP,20
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,App,Sacramento,Female,NATOMAS PACIFIC PATHWAYS PREP,34
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,Enr,Sacramento,All,NATOMAS PACIFIC PATHWAYS PREP,15
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,Adm,Sacramento,All,NATOMAS PACIFIC PATHWAYS PREP,29
NATOMAS PACIFIC PATHWAYS PREP54095,Sacramento,App,Sacramento,All,NATOMAS PACIFIC PATHWAYS PREP,56
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,Adm,Los Angeles,Male,NAVA COLLEGE PREP ACADEMY,10
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,App,Los Angeles,Male,NAVA COLLEGE PREP ACADEMY,27
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,Enr,Los Angeles,Female,NAVA COLLEGE PREP ACADEMY,5
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,Adm,Los Angeles,Female,NAVA COLLEGE PREP ACADEMY,12
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,App,Los Angeles,Female,NAVA COLLEGE PREP ACADEMY,34
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,Enr,Los Angeles,All,NAVA COLLEGE PREP ACADEMY,6
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,Adm,Los Angeles,All,NAVA COLLEGE PREP ACADEMY,22
NAVA COLLEGE PREP ACADEMY54826,Los Angeles,App,Los Angeles,All,NAVA COLLEGE PREP ACADEMY,61
NEA COMMUNITY LEARNING CENTER54529,Alameda,App,Alameda,Male,NEA COMMUNITY LEARNING CENTER,5
NEA COMMUNITY LEARNING CENTER54529,Alameda,Enr,Alameda,Female,NEA COMMUNITY LEARNING CENTER,4
NEA COMMUNITY LEARNING CENTER54529,Alameda,Adm,Alameda,Female,NEA COMMUNITY LEARNING CENTER,4
NEA COMMUNITY LEARNING CENTER54529,Alameda,App,Alameda,Female,NEA COMMUNITY LEARNING CENTER,6
NEA COMMUNITY LEARNING CENTER54529,Alameda,Enr,Alameda,All,NEA COMMUNITY LEARNING CENTER,5
NEA COMMUNITY LEARNING CENTER54529,Alameda,Adm,Alameda,All,NEA COMMUNITY LEARNING CENTER,6
NEA COMMUNITY LEARNING CENTER54529,Alameda,App,Alameda,All,NEA COMMUNITY LEARNING CENTER,11
NEVADA UNION HIGH SCHOOL51095,Grass Valley,Adm,Nevada,Male,NEVADA UNION HIGH SCHOOL,10
NEVADA UNION HIGH SCHOOL51095,Grass Valley,App,Nevada,Male,NEVADA UNION HIGH SCHOOL,17
NEVADA UNION HIGH SCHOOL51095,Grass Valley,Enr,Nevada,Female,NEVADA UNION HIGH SCHOOL,8
NEVADA UNION HIGH SCHOOL51095,Grass Valley,Adm,Nevada,Female,NEVADA UNION HIGH SCHOOL,14
NEVADA UNION HIGH SCHOOL51095,Grass Valley,App,Nevada,Female,NEVADA UNION HIGH SCHOOL,28
NEVADA UNION HIGH SCHOOL51095,Grass Valley,Enr,Nevada,All,NEVADA UNION HIGH SCHOOL,10
NEVADA UNION HIGH SCHOOL51095,Grass Valley,Adm,Nevada,All,NEVADA UNION HIGH SCHOOL,24
NEVADA UNION HIGH SCHOOL51095,Grass Valley,App,Nevada,All,NEVADA UNION HIGH SCHOOL,45
NEW DESIGNS CHARTER SCHOOL54025,Los Angeles,Enr,Los Angeles,Male,NEW DESIGNS CHARTER SCHOOL,6
