,County,Ethnicity,Gender,Campus,GPA,AvgScrRead,AvgScrMath,AvgScrWrit
1316,Ventura,All,Female,Santa Cruz,4.2,500,500,500
1317,Ventura,All,Female,Universitywide,4.2,500,500,500
1318,Ventura,All,All,Berkeley,4.4,500,500,500
1319,Ventura,All,All,Davis,4.4,500,500,500
1320,Ventura,All,All,Irvine,4.4,500,500,500
1321,Ventura,All,All,Los Angeles,4.4,500,500,500
1322,Ventura,All,All,Merced,3.8,500,500,500
1323,Ventura,All,All,Riverside,3.8,500,500,500
1324,Ventura,All,All,San Diego,4.4,500,500,500
1325,Ventura,All,All,Santa Barbara,4.4,500,500,500
1326,Ventura,All,All,Santa Cruz,4.2,500,500,500
1327,Ventura,All,All,Universitywide,4.2,500,500,500
1328,Sacramento,White,Male,Berkeley,4.2,480,480,460
1329,Sacramento,White,Male,Davis,4.2,480,480,460
1330,Sacramento,White,Male,Irvine,4.2,480,480,460
1331,Sacramento,White,Male,Merced,3.6,480,480,460
1332,Sacramento,White,Male,Riverside,3.8,480,480,460
1333,Sacramento,White,Male,San Diego,4.4,480,480,460
1334,Sacramento,White,Male,Santa Barbara,4.2,480,480,460
1335,Sacramento,White,Male,Santa Cruz,3.8,480,480,460
1336,Sacramento,White,Male,Universitywide,4.2,480,480,460
1337,Sacramento,White,Female,Berkeley,4.2,480,480,460
1338,Sacramento,White,Female,Davis,4.2,480,480,460
1339,Sacramento,White,Female,Irvine,4.2,480,480,460
1340,Sacramento,White,Female,Merced,3.6,480,480,460
1341,Sacramento,White,Female,Riverside,3.8,480,480,460
1342,Sacramento,White,Female,San Diego,4.4,480,480,460
1343,Sacramento,White,Female,Santa Barbara,4.2,480,480,460
1344,Sacramento,White,Female,Santa Cruz,3.8,480,480,460
1345,Sacramento,White,Female,Universitywide,4.2,480,480,460
1346,Sacramento,White,All,Berkeley,4.2,480,480,460
1347,Sacramento,White,All,Davis,4.2,480,480,460
1348,Sacramento,White,All,Irvine,4.2,480,480,460
1349,Sacramento,White,All,Merced,3.6,480,480,460
1350,Sacramento,White,All,Riverside,3.8,480,480,460
1351,Sacramento,White,All,San Diego,4.4,480,480,460
1352,Sacramento,White,All,Santa Barbara,4.2,480,480,460
1353,Sacramento,White,All,Santa Cruz,3.8,480,480,460
1354,Sacramento,White,All,Universitywide,4.2,480,480,460
1355,Sacramento,All,Male,Berkeley,4.2,480,480,460
1356,Sacramento,All,Male,Davis,4.2,480,480,460
1357,Sacramento,All,Male,Irvine,4.2,480,480,460
1358,Sacramento,All,Male,Merced,3.6,480,480,460
1359,Sacramento,All,Male,Riverside,3.8,480,480,460
1360,Sacramento,All,Male,San Diego,4.4,480,480,460
1361,Sacramento,All,Male,Santa Barbara,4.2,480,480,460
1362,Sacramento,All,Male,Santa Cruz,3.8,480,480,460
1363,Sacramento,All,Male,Universitywide,4.2,480,480,460
1364,Sacramento,All,Female,Berkeley,4.2,480,480,460
1365,Sacramento,All,Female,Davis,4.2,480,480,460
1366,Sacramento,All,Female,Irvine,4.2,480,480,460
1367,Sacramento,All,Female,Merced,3.6,480,480,460
1368,Sacramento,All,Female,Riverside,3.8,480,480,460
1369,Sacramento,All,Female,San Diego,4.4,480,480,460
1370,Sacramento,All,Female,Santa Barbara,4.2,480,480,460
1371,Sacramento,All,Female,Santa Cruz,3.8,480,480,460
1372,Sacramento,All,Female,Universitywide,4.2,480,480,460
1373,Sacramento,All,All,Berkeley,4.2,480,480,460
1374,Sacramento,All,All,Davis,4.2,480,480,460
1375,Sacramento,All,All,Irvine,4.2,480,480,460
1376,Sacramento,All,All,Merced,3.6,480,480,460
1377,Sacramento,All,All,Riverside,3.8,480,480,460
1378,Sacramento,All,All,San Diego,4.4,480,480,460
1379,Sacramento,All,All,Santa Barbara,4.2,480,480,460
1380,Sacramento,All,All,Santa Cruz,3.8,480,480,460
1381,Sacramento,All,All,Universitywide,4.2,480,480,460
1382,Sacramento,Asian,Male,Berkeley,4.2,480,480,460
1383,Sacramento,Asian,Male,Davis,4.2,480,480,460
1384,Sacramento,Asian,Male,Irvine,4.2,480,480,460
1385,Sacramento,Asian,Male,Merced,3.6,480,480,460
1386,Sacramento,Asian,Male,Riverside,3.8,480,480,460
1387,Sacramento,Asian,Male,San Diego,4.4,480,480,460
1388,Sacramento,Asian,Male,Santa Barbara,4.2,480,480,460
1389,Sacramento,Asian,Male,Santa Cruz,3.8,480,480,460
1390,Sacramento,Asian,Male,Universitywide,4.2,480,480,460
1391,Sacramento,Asian,Female,Berkeley,4.2,480,480,460
1392,Sacramento,Asian,Female,Davis,4.2,480,480,460
1393,Sacramento,Asian,Female,Irvine,4.2,480,480,460
1394,Sacramento,Asian,Female,Merced,3.6,480,480,460
1395,Sacramento,Asian,Female,Riverside,3.8,480,480,460
1396,Sacramento,Asian,Female,San Diego,4.4,480,480,460
1397,Sacramento,Asian,Female,Santa Barbara,4.2,480,480,460
1398,Sacramento,Asian,Female,Santa Cruz,3.8,480,480,460
1399,Sacramento,Asian,Female,Universitywide,4.2,480,480,460
1400,Sacramento,Asian,All,Berkeley,4.2,480,480,460
1401,Sacramento,Asian,All,Davis,4.2,480,480,460
1402,Sacramento,Asian,All,Irvine,4.2,480,480,460
1403,Sacramento,Asian,All,Merced,3.6,480,480,460
1404,Sacramento,Asian,All,Riverside,3.8,480,480,460
1405,Sacramento,Asian,All,San Diego,4.4,480,480,460
1406,Sacramento,Asian,All,Santa Barbara,4.2,480,480,460
1407,Sacramento,Asian,All,Santa Cruz,3.8,480,480,460
1408,Sacramento,Asian,All,Universitywide,4.2,480,480,460
1409,Sacramento,Hispanic/ Latino,Male,Berkeley,4.2,480,480,460
1410,Sacramento,Hispanic/ Latino,Male,Davis,4.2,480,480,460
1411,Sacramento,Hispanic/ Latino,Male,Irvine,4.2,480,480,460
1412,Sacramento,Hispanic/ Latino,Male,Merced,3.6,480,480,460
1413,Sacramento,Hispanic/ Latino,Male,Riverside,3.8,480,480,460
1414,Sacramento,Hispanic/ Latino,Male,San Diego,4.4,480,480,460
1415,Sacramento,Hispanic/ Latino,Male,Santa Barbara,4.2,480,480,460
1416,Sacramento,Hispanic/ Latino,Male,Santa Cruz,3.8,480,480,460
1417,Sacramento,Hispanic/ Latino,Male,Universitywide,4.2,480,480,460
1418,Sacramento,Hispanic/ Latino,Female,Berkeley,4.2,480,480,460
1419,Sacramento,Hispanic/ Latino,Female,Davis,4.2,480,480,460
1420,Sacramento,Hispanic/ Latino,Female,Irvine,4.2,480,480,460
1421,Sacramento,Hispanic/ Latino,Female,Merced,3.6,480,480,460
1422,Sacramento,Hispanic/ Latino,Female,Riverside,3.8,480,480,460
1423,Sacramento,Hispanic/ Latino,Female,San Diego,4.4,480,480,460
1424,Sacramento,Hispanic/ Latino,Female,Santa Barbara,4.2,480,480,460
1425,Sacramento,Hispanic/ Latino,Female,Santa Cruz,3.8,480,480,460
1426,Sacramento,Hispanic/ Latino,Female,Universitywide,4.2,480,480,460
1427,Sacramento,Hispanic/ Latino,All,Berkeley,4.2,480,480,460
1428,Sacramento,Hispanic/ Latino,All,Davis,4.2,480,480,460
1429,Sacramento,Hispanic/ Latino,All,Irvine,4.2,480,480,460
1430,Sacramento,Hispanic/ Latino,All,Merced,3.6,480,480,460
1431,Sacramento,Hispanic/ Latino,All,Riverside,3.8,480,480,460
1432,Sacramento,Hispanic/ Latino,All,San Diego,4.4,480,480,460
1433,Sacramento,Hispanic/ Latino,All,Santa Barbara,4.2,480,480,460
1434,Sacramento,Hispanic/ Latino,All,Santa Cruz,3.8,480,480,460
1435,Sacramento,Hispanic/ Latino,All,Universitywide,4.2,480,480,460
1436,Sacramento,African American,Male,Berkeley,4.2,480,480,460
1437,Sacramento,African American,Male,Davis,4.2,480,480,460
1438,Sacramento,African American,Male,Irvine,4.2,480,480,460
1439,Sacramento,African American,Male,Merced,3.6,480,480,460
1440,Sacramento,African American,Male,Riverside,3.8,480,480,460
1441,Sacramento,African American,Male,San Diego,4.4,480,480,460
1442,Sacramento,African American,Male,Santa Barbara,4.2,480,480,460
1443,Sacramento,African American,Male,Santa Cruz,3.8,480,480,460
1444,Sacramento,African American,Male,Universitywide,4.2,480,480,460
1445,Sacramento,African American,Female,Berkeley,4.2,480,480,460
1446,Sacramento,African American,Female,Davis,4.2,480,480,460
1447,Sacramento,African American,Female,Irvine,4.2,480,480,460
1448,Sacramento,African American,Female,Merced,3.6,480,480,460
1449,Sacramento,African American,Female,Riverside,3.8,480,480,460
1450,Sacramento,African American,Female,San Diego,4.4,480,480,460
1451,Sacramento,African American,Female,Santa Barbara,4.2,480,480,460
1452,Sacramento,African American,Female,Santa Cruz,3.8,480,480,460
1453,Sacramento,African American,Female,Universitywide,4.2,480,480,460
1454,Sacramento,African American,All,Berkeley,4.2,480,480,460
1455,Sacramento,African American,All,Davis,4.2,480,480,460
1456,Sacramento,African American,All,Irvine,4.2,480,480,460
1457,Sacramento,African American,All,Merced,3.6,480,480,460
1458,Sacramento,African American,All,Riverside,3.8,480,480,460
1459,Sacramento,African American,All,San Diego,4.4,480,480,460
1460,Sacramento,African American,All,Santa Barbara,4.2,480,480,460
1461,Sacramento,African American,All,Santa Cruz,3.8,480,480,460
1462,Sacramento,African American,All,Universitywide,4.2,480,480,460
1463,Alameda,White,Male,Berkeley,4.4,480,480,460
1464,Alameda,White,Male,Davis,4.2,480,480,460
1465,Alameda,White,Male,Irvine,4.2,480,480,460
1466,Alameda,White,Male,Los Angeles,4.4,480,480,460
1467,Alameda,White,Male,Merced,3.6,480,480,460
1468,Alameda,White,Male,Riverside,3.8,480,480,460
1469,Alameda,White,Male,San Diego,4.4,480,480,460
1470,Alameda,White,Male,Santa Barbara,4.2,480,480,460
1471,Alameda,White,Male,Santa Cruz,4.2,480,480,460
1472,Alameda,White,Male,Universitywide,3.8,480,480,460
1473,Alameda,White,Female,Berkeley,4.4,480,480,460
1474,Alameda,White,Female,Davis,4.2,480,480,460
1475,Alameda,White,Female,Irvine,4.2,480,480,460
1476,Alameda,White,Female,Los Angeles,4.4,480,480,460
1477,Alameda,White,Female,Merced,3.6,480,480,460
1478,Alameda,White,Female,Riverside,3.8,480,480,460
1479,Alameda,White,Female,San Diego,4.4,480,480,460
1480,Alameda,White,Female,Santa Barbara,4.2,480,480,460
1481,Alameda,White,Female,Santa Cruz,4.2,480,480,460
1482,Alameda,White,Female,Universitywide,3.8,480,480,460
1483,Alameda,White,All,Berkeley,4.4,480,480,460
1484,Alameda,White,All,Davis,4.2,480,480,460
1485,Alameda,White,All,Irvine,4.2,480,480,460
1486,Alameda,White,All,Los Angeles,4.4,480,480,460
1487,Alameda,White,All,Merced,3.6,480,480,460
1488,Alameda,White,All,Riverside,3.8,480,480,460
1489,Alameda,White,All,San Diego,4.4,480,480,460
1490,Alameda,White,All,Santa Barbara,4.2,480,480,460
1491,Alameda,White,All,Santa Cruz,4.2,480,480,460
1492,Alameda,White,All,Universitywide,3.8,480,480,460
1493,Alameda,White,Unknown,Berkeley,4.4,480,480,460
1494,Alameda,White,Unknown,Davis,4.2,480,480,460
1495,Alameda,White,Unknown,Irvine,4.2,480,480,460
1496,Alameda,White,Unknown,Los Angeles,4.4,480,480,460
1497,Alameda,White,Unknown,Merced,3.6,480,480,460
1498,Alameda,White,Unknown,Riverside,3.8,480,480,460
1499,Alameda,White,Unknown,San Diego,4.4,480,480,460
1500,Alameda,White,Unknown,Santa Barbara,4.2,480,480,460
1501,Alameda,White,Unknown,Santa Cruz,4.2,480,480,460
1502,Alameda,White,Unknown,Universitywide,3.8,480,480,460
1503,Alameda,Asian,Male,Berkeley,4.4,480,480,460
1504,Alameda,Asian,Male,Davis,4.2,480,480,460
1505,Alameda,Asian,Male,Irvine,4.2,480,480,460
1506,Alameda,Asian,Male,Los Angeles,4.4,480,480,460
1507,Alameda,Asian,Male,Merced,3.6,480,480,460
1508,Alameda,Asian,Male,Riverside,3.8,480,480,460
1509,Alameda,Asian,Male,San Diego,4.4,480,480,460
1510,Alameda,Asian,Male,Santa Barbara,4.2,480,480,460
1511,Alameda,Asian,Male,Santa Cruz,4.2,480,480,460
1512,Alameda,Asian,Male,Universitywide,3.8,480,480,460
1513,Alameda,Asian,Female,Berkeley,4.4,480,480,460
1514,Alameda,Asian,Female,Davis,4.2,480,480,460
1515,Alameda,Asian,Female,Irvine,4.2,480,480,460
1516,Alameda,Asian,Female,Los Angeles,4.4,480,480,460
1517,Alameda,Asian,Female,Merced,3.6,480,480,460
1518,Alameda,Asian,Female,Riverside,3.8,480,480,460
1519,Alameda,Asian,Female,San Diego,4.4,480,480,460
1520,Alameda,Asian,Female,Santa Barbara,4.2,480,480,460
1521,Alameda,Asian,Female,Santa Cruz,4.2,480,480,460
1522,Alameda,Asian,Female,Universitywide,3.8,480,480,460
1523,Alameda,Asian,All,Berkeley,4.4,480,480,460
1524,Alameda,Asian,All,Davis,4.2,480,480,460
1525,Alameda,Asian,All,Irvine,4.2,480,480,460
1526,Alameda,Asian,All,Los Angeles,4.4,480,480,460
1527,Alameda,Asian,All,Merced,3.6,480,480,460
1528,Alameda,Asian,All,Riverside,3.8,480,480,460
1529,Alameda,Asian,All,San Diego,4.4,480,480,460
1530,Alameda,Asian,All,Santa Barbara,4.2,480,480,460
1531,Alameda,Asian,All,Santa Cruz,4.2,480,480,460
1532,Alameda,Asian,All,Universitywide,3.8,480,480,460
1533,Alameda,Asian,Unknown,Berkeley,4.4,480,480,460
1534,Alameda,Asian,Unknown,Davis,4.2,480,480,460
1535,Alameda,Asian,Unknown,Irvine,4.2,480,480,460
1536,Alameda,Asian,Unknown,Los Angeles,4.4,480,480,460
1537,Alameda,Asian,Unknown,Merced,3.6,480,480,460
1538,Alameda,Asian,Unknown,Riverside,3.8,480,480,460
1539,Alameda,Asian,Unknown,San Diego,4.4,480,480,460
1540,Alameda,Asian,Unknown,Santa Barbara,4.2,480,480,460
1541,Alameda,Asian,Unknown,Santa Cruz,4.2,480,480,460
1542,Alameda,Asian,Unknown,Universitywide,3.8,480,480,460
1543,Alameda,All,Male,Berkeley,4.4,480,480,460
1544,Alameda,All,Male,Davis,4.2,480,480,460
1545,Alameda,All,Male,Irvine,4.2,480,480,460
1546,Alameda,All,Male,Los Angeles,4.4,480,480,460
1547,Alameda,All,Male,Merced,3.6,480,480,460
1548,Alameda,All,Male,Riverside,3.8,480,480,460
1549,Alameda,All,Male,San Diego,4.4,480,480,460
1550,Alameda,All,Male,Santa Barbara,4.2,480,480,460
1551,Alameda,All,Male,Santa Cruz,4.2,480,480,460
1552,Alameda,All,Male,Universitywide,3.8,480,480,460
1553,Alameda,All,Female,Berkeley,4.4,480,480,460
1554,Alameda,All,Female,Davis,4.2,480,480,460
1555,Alameda,All,Female,Irvine,4.2,480,480,460
1556,Alameda,All,Female,Los Angeles,4.4,480,480,460
1557,Alameda,All,Female,Merced,3.6,480,480,460
1558,Alameda,All,Female,Riverside,3.8,480,480,460
1559,Alameda,All,Female,San Diego,4.4,480,480,460
1560,Alameda,All,Female,Santa Barbara,4.2,480,480,460
1561,Alameda,All,Female,Santa Cruz,4.2,480,480,460
1562,Alameda,All,Female,Universitywide,3.8,480,480,460
1563,Alameda,All,All,Berkeley,4.4,480,480,460
1564,Alameda,All,All,Davis,4.2,480,480,460
1565,Alameda,All,All,Irvine,4.2,480,480,460
1566,Alameda,All,All,Los Angeles,4.4,480,480,460
1567,Alameda,All,All,Merced,3.6,480,480,460
1568,Alameda,All,All,Riverside,3.8,480,480,460
1569,Alameda,All,All,San Diego,4.4,480,480,460
1570,Alameda,All,All,Santa Barbara,4.2,480,480,460
1571,Alameda,All,All,Santa Cruz,4.2,480,480,460
1572,Alameda,All,All,Universitywide,3.8,480,480,460
1573,Alameda,All,Unknown,Berkeley,4.4,480,480,460
1574,Alameda,All,Unknown,Davis,4.2,480,480,460
1575,Alameda,All,Unknown,Irvine,4.2,480,480,460
1576,Alameda,All,Unknown,Los Angeles,4.4,480,480,460
1577,Alameda,All,Unknown,Merced,3.6,480,480,460
1578,Alameda,All,Unknown,Riverside,3.8,480,480,460
1579,Alameda,All,Unknown,San Diego,4.4,480,480,460
1580,Alameda,All,Unknown,Santa Barbara,4.2,480,480,460
1581,Alameda,All,Unknown,Santa Cruz,4.2,480,480,460
1582,Alameda,All,Unknown,Universitywide,3.8,480,480,460
1583,Alameda,Inter- national,Male,Berkeley,4.4,480,480,460
1584,Alameda,Inter- national,Male,Davis,4.2,480,480,460
1585,Alameda,Inter- national,Male,Irvine,4.2,480,480,460
1586,Alameda,Inter- national,Male,Los Angeles,4.4,480,480,460
1587,Alameda,Inter- national,Male,Merced,3.6,480,480,460
1588,Alameda,Inter- national,Male,Riverside,3.8,480,480,460
1589,Alameda,Inter- national,Male,San Diego,4.4,480,480,460
1590,Alameda,Inter- national,Male,Santa Barbara,4.2,480,480,460
1591,Alameda,Inter- national,Male,Santa Cruz,4.2,480,480,460
1592,Alameda,Inter- national,Male,Universitywide,3.8,480,480,460
1593,Alameda,Inter- national,Female,Berkeley,4.4,480,480,460
1594,Alameda,Inter- national,Female,Davis,4.2,480,480,460
1595,Alameda,Inter- national,Female,Irvine,4.2,480,480,460
1596,Alameda,Inter- national,Female,Los Angeles,4.4,480,480,460
1597,Alameda,Inter- national,Female,Merced,3.6,480,480,460
1598,Alameda,Inter- national,Female,Riverside,3.8,480,480,460
1599,Alameda,Inter- national,Female,San Diego,4.4,480,480,460
1600,Alameda,Inter- national,Female,Santa Barbara,4.2,480,480,460
1601,Alameda,Inter- national,Female,Santa Cruz,4.2,480,480,460
1602,Alameda,Inter- national,Female,Universitywide,3.8,480,480,460
1603,Alameda,Inter- national,All,Berkeley,4.4,480,480,460
1604,Alameda,Inter- national,All,Davis,4.2,480,480,460
1605,Alameda,Inter- national,All,Irvine,4.2,480,480,460
1606,Alameda,Inter- national,All,Los Angeles,4.4,480,480,460
1607,Alameda,Inter- national,All,Merced,3.6,480,480,460
1608,Alameda,Inter- national,All,Riverside,3.8,480,480,460
1609,Alameda,Inter- national,All,San Diego,4.4,480,480,460
1610,Alameda,Inter- national,All,Santa Barbara,4.2,480,480,460
1611,Alameda,Inter- national,All,Santa Cruz,4.2,480,480,460
1612,Alameda,Inter- national,All,Universitywide,3.8,480,480,460
1613,Alameda,Inter- national,Unknown,Berkeley,4.4,480,480,460
1614,Alameda,Inter- national,Unknown,Davis,4.2,480,480,460
1615,Alameda,Inter- national,Unknown,Irvine,4.2,480,480,460
1616,Alameda,Inter- national,Unknown,Los Angeles,4.4,480,480,460
1617,Alameda,Inter- national,Unknown,Merced,3.6,480,480,460
1618,Alameda,Inter- national,Unknown,Riverside,3.8,480,480,460
1619,Alameda,Inter- national,Unknown,San Diego,4.4,480,480,460
1620,Alameda,Inter- national,Unknown,Santa Barbara,4.2,480,480,460
1621,Alameda,Inter- national,Unknown,Santa Cruz,4.2,480,480,460
1622,Alameda,Inter- national,Unknown,Universitywide,3.8,480,480,460
1623,Alameda,Hispanic/ Latino,Male,Berkeley,4.4,480,480,460
1624,Alameda,Hispanic/ Latino,Male,Davis,4.2,480,480,460
1625,Alameda,Hispanic/ Latino,Male,Irvine,4.2,480,480,460
1626,Alameda,Hispanic/ Latino,Male,Los Angeles,4.4,480,480,460
1627,Alameda,Hispanic/ Latino,Male,Merced,3.6,480,480,460
1628,Alameda,Hispanic/ Latino,Male,Riverside,3.8,480,480,460
1629,Alameda,Hispanic/ Latino,Male,San Diego,4.4,480,480,460
1630,Alameda,Hispanic/ Latino,Male,Santa Barbara,4.2,480,480,460
1631,Alameda,Hispanic/ Latino,Male,Santa Cruz,4.2,480,480,460
1632,Alameda,Hispanic/ Latino,Male,Universitywide,3.8,480,480,460
1633,Alameda,Hispanic/ Latino,Female,Berkeley,4.4,480,480,460
1634,Alameda,Hispanic/ Latino,Female,Davis,4.2,480,480,460
1635,Alameda,Hispanic/ Latino,Female,Irvine,4.2,480,480,460
1636,Alameda,Hispanic/ Latino,Female,Los Angeles,4.4,480,480,460
1637,Alameda,Hispanic/ Latino,Female,Merced,3.6,480,480,460
1638,Alameda,Hispanic/ Latino,Female,Riverside,3.8,480,480,460
1639,Alameda,Hispanic/ Latino,Female,San Diego,4.4,480,480,460
1640,Alameda,Hispanic/ Latino,Female,Santa Barbara,4.2,480,480,460
1641,Alameda,Hispanic/ Latino,Female,Santa Cruz,4.2,480,480,460
1642,Alameda,Hispanic/ Latino,Female,Universitywide,3.8,480,480,460
1643,Alameda,Hispanic/ Latino,All,Berkeley,4.4,480,480,460
1644,Alameda,Hispanic/ Latino,All,Davis,4.2,480,480,460
1645,Alameda,Hispanic/ Latino,All,Irvine,4.2,480,480,460
1646,Alameda,Hispanic/ Latino,All,Los Angeles,4.4,480,480,460
1647,Alameda,Hispanic/ Latino,All,Merced,3.6,480,480,460
1648,Alameda,Hispanic/ Latino,All,Riverside,3.8,480,480,460
1649,Alameda,Hispanic/ Latino,All,San Diego,4.4,480,480,460
1650,Alameda,Hispanic/ Latino,All,Santa Barbara,4.2,480,480,460
1651,Alameda,Hispanic/ Latino,All,Santa Cruz,4.2,480,480,460
1652,Alameda,Hispanic/ Latino,All,Universitywide,3.8,480,480,460
1653,Alameda,Hispanic/ Latino,Unknown,Berkeley,4.4,480,480,460
1654,Alameda,Hispanic/ Latino,Unknown,Davis,4.2,480,480,460
1655,Alameda,Hispanic/ Latino,Unknown,Irvine,4.2,480,480,460
1656,Alameda,Hispanic/ Latino,Unknown,Los Angeles,4.4,480,480,460
1657,Alameda,Hispanic/ Latino,Unknown,Merced,3.6,480,480,460
1658,Alameda,Hispanic/ Latino,Unknown,Riverside,3.8,480,480,460
1659,Alameda,Hispanic/ Latino,Unknown,San Diego,4.4,480,480,460
1660,Alameda,Hispanic/ Latino,Unknown,Santa Barbara,4.2,480,480,460
1661,Alameda,Hispanic/ Latino,Unknown,Santa Cruz,4.2,480,480,460
1662,Alameda,Hispanic/ Latino,Unknown,Universitywide,3.8,480,480,460
1663,Alameda,African American,Male,Berkeley,4.4,480,480,460
1664,Alameda,African American,Male,Davis,4.2,480,480,460
1665,Alameda,African American,Male,Irvine,4.2,480,480,460
1666,Alameda,African American,Male,Los Angeles,4.4,480,480,460
1667,Alameda,African American,Male,Merced,3.6,480,480,460
1668,Alameda,African American,Male,Riverside,3.8,480,480,460
1669,Alameda,African American,Male,San Diego,4.4,480,480,460
1670,Alameda,African American,Male,Santa Barbara,4.2,480,480,460
1671,Alameda,African American,Male,Santa Cruz,4.2,480,480,460
1672,Alameda,African American,Male,Universitywide,3.8,480,480,460
1673,Alameda,African American,Female,Berkeley,4.4,480,480,460
1674,Alameda,African American,Female,Davis,4.2,480,480,460
1675,Alameda,African American,Female,Irvine,4.2,480,480,460
1676,Alameda,African American,Female,Los Angeles,4.4,480,480,460
1677,Alameda,African American,Female,Merced,3.6,480,480,460
1678,Alameda,African American,Female,Riverside,3.8,480,480,460
1679,Alameda,African American,Female,San Diego,4.4,480,480,460
1680,Alameda,African American,Female,Santa Barbara,4.2,480,480,460
1681,Alameda,African American,Female,Santa Cruz,4.2,480,480,460
1682,Alameda,African American,Female,Universitywide,3.8,480,480,460
1683,Alameda,African American,All,Berkeley,4.4,480,480,460
1684,Alameda,African American,All,Davis,4.2,480,480,460
1685,Alameda,African American,All,Irvine,4.2,480,480,460
1686,Alameda,African American,All,Los Angeles,4.4,480,480,460
1687,Alameda,African American,All,Merced,3.6,480,480,460
1688,Alameda,African American,All,Riverside,3.8,480,480,460
1689,Alameda,African American,All,San Diego,4.4,480,480,460
1690,Alameda,African American,All,Santa Barbara,4.2,480,480,460
1691,Alameda,African American,All,Santa Cruz,4.2,480,480,460
1692,Alameda,African American,All,Universitywide,3.8,480,480,460
1693,Alameda,African American,Unknown,Berkeley,4.4,480,480,460
1694,Alameda,African American,Unknown,Davis,4.2,480,480,460
1695,Alameda,African American,Unknown,Irvine,4.2,480,480,460
1696,Alameda,African American,Unknown,Los Angeles,4.4,480,480,460
1697,Alameda,African American,Unknown,Merced,3.6,480,480,460
1698,Alameda,African American,Unknown,Riverside,3.8,480,480,460
1699,Alameda,African American,Unknown,San Diego,4.4,480,480,460
1700,Alameda,African American,Unknown,Santa Barbara,4.2,480,480,460
1701,Alameda,African American,Unknown,Santa Cruz,4.2,480,480,460
1702,Alameda,African American,Unknown,Universitywide,3.8,480,480,460
1703,Alameda,Domestic Unknown,Male,Berkeley,4.4,480,480,460
1704,Alameda,Domestic Unknown,Male,Davis,4.2,480,480,460
1705,Alameda,Domestic Unknown,Male,Irvine,4.2,480,480,460
1706,Alameda,Domestic Unknown,Male,Los Angeles,4.4,480,480,460
1707,Alameda,Domestic Unknown,Male,Merced,3.6,480,480,460
1708,Alameda,Domestic Unknown,Male,Riverside,3.8,480,480,460
1709,Alameda,Domestic Unknown,Male,San Diego,4.4,480,480,460
1710,Alameda,Domestic Unknown,Male,Santa Barbara,4.2,480,480,460
1711,Alameda,Domestic Unknown,Male,Santa Cruz,4.2,480,480,460
1712,Alameda,Domestic Unknown,Male,Universitywide,3.8,480,480,460
1713,Alameda,Domestic Unknown,Female,Berkeley,4.4,480,480,460
1714,Alameda,Domestic Unknown,Female,Davis,4.2,480,480,460
1715,Alameda,Domestic Unknown,Female,Irvine,4.2,480,480,460
1716,Alameda,Domestic Unknown,Female,Los Angeles,4.4,480,480,460
1717,Alameda,Domestic Unknown,Female,Merced,3.6,480,480,460
1718,Alameda,Domestic Unknown,Female,Riverside,3.8,480,480,460
1719,Alameda,Domestic Unknown,Female,San Diego,4.4,480,480,460
1720,Alameda,Domestic Unknown,Female,Santa Barbara,4.2,480,480,460
1721,Alameda,Domestic Unknown,Female,Santa Cruz,4.2,480,480,460
1722,Alameda,Domestic Unknown,Female,Universitywide,3.8,480,480,460
1723,Alameda,Domestic Unknown,All,Berkeley,4.4,480,480,460
1724,Alameda,Domestic Unknown,All,Davis,4.2,480,480,460
1725,Alameda,Domestic Unknown,All,Irvine,4.2,480,480,460
1726,Alameda,Domestic Unknown,All,Los Angeles,4.4,480,480,460
1727,Alameda,Domestic Unknown,All,Merced,3.6,480,480,460
1728,Alameda,Domestic Unknown,All,Riverside,3.8,480,480,460
1729,Alameda,Domestic Unknown,All,San Diego,4.4,480,480,460
1730,Alameda,Domestic Unknown,All,Santa Barbara,4.2,480,480,460
1731,Alameda,Domestic Unknown,All,Santa Cruz,4.2,480,480,460
1732,Alameda,Domestic Unknown,All,Universitywide,3.8,480,480,460
1733,Alameda,Domestic Unknown,Unknown,Berkeley,4.4,480,480,460
1734,Alameda,Domestic Unknown,Unknown,Davis,4.2,480,480,460
1735,Alameda,Domestic Unknown,Unknown,Irvine,4.2,480,480,460
1736,Alameda,Domestic Unknown,Unknown,Los Angeles,4.4,480,480,460
1737,Alameda,Domestic Unknown,Unknown,Merced,3.6,480,480,460
1738,Alameda,Domestic Unknown,Unknown,Riverside,3.8,480,480,460
1739,Alameda,Domestic Unknown,Unknown,San Diego,4.4,480,480,460
1740,Alameda,Domestic Unknown,Unknown,Santa Barbara,4.2,480,480,460
1741,Alameda,Domestic Unknown,Unknown,Santa Cruz,4.2,480,480,460
1742,Alameda,Domestic Unknown,Unknown,Universitywide,3.8,480,480,460
1743,Monterey,Hispanic/ Latino,Male,Berkeley,4.2,460,440,440
1744,Monterey,Hispanic/ Latino,Male,Davis,4.2,460,440,440
1745,Monterey,Hispanic/ Latino,Male,Irvine,4.2,460,440,440
1746,Monterey,Hispanic/ Latino,Male,Los Angeles,4.2,460,440,440
1747,Monterey,Hispanic/ Latino,Male,Merced,3.6,460,440,440
1748,Monterey,Hispanic/ Latino,Male,Riverside,3.6,460,440,440
1749,Monterey,Hispanic/ Latino,Male,Santa Barbara,4.2,460,440,440
