Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,Gender,School,Pivot Field Values
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,49
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2016,Male,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2016,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2016,Male,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,24
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,34
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,15
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,28
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,43
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,15
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,18
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,34
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,28
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,49
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2014,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2014,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,24
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,29
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2013,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2013,Male,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,23
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2012,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2012,Male,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2012,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2012,Female,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2012,All,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2012,All,OAKLAND SCHOOL FOR THE ARTS,18
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2011,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2011,Female,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2011,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2011,All,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2010,Male,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2010,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2010,Female,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2010,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2010,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2010,All,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2010,All,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2009,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2009,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2009,Female,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2009,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2009,All,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2009,All,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2008,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2008,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2008,Female,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2008,Female,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2008,All,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2008,All,OAKLAND SCHOOL FOR THE ARTS,14
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2008,All,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2007,Female,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2007,Female,OAKLAND SCHOOL FOR THE ARTS,14
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2007,Female,OAKLAND SCHOOL FOR THE ARTS,15
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2007,All,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2007,All,OAKLAND SCHOOL FOR THE ARTS,15
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2007,All,OAKLAND SCHOOL FOR THE ARTS,17
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2006,Male,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2006,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2006,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2006,Female,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2006,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2006,All,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2006,All,OAKLAND SCHOOL FOR THE ARTS,14
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,17
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,Adm,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,22
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2016,Male,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,Adm,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,Adm,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,19
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,Adm,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,Adm,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2006,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Berkeley,Oakland,App,Alameda,2006,All,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,17
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,14
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,14
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,18
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2010,All,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2006,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,Adm,Alameda,2006,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Davis,Oakland,App,Alameda,2006,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,14
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,App,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,17
OAKLAND SCHOOL FOR THE ARTS52410,Irvine,Oakland,Adm,Alameda,2009,All,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,13
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,23
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,36
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,13
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,19
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,32
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2016,Male,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2016,Female,OAKLAND SCHOOL FOR THE ARTS,25
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2016,All,OAKLAND SCHOOL FOR THE ARTS,31
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2015,Male,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2015,Female,OAKLAND SCHOOL FOR THE ARTS,18
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Enr,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2015,All,OAKLAND SCHOOL FOR THE ARTS,26
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2014,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,Adm,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,15
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,8
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2008,Female,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2008,All,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2007,Female,OAKLAND SCHOOL FOR THE ARTS,10
OAKLAND SCHOOL FOR THE ARTS52410,Los Angeles,Oakland,App,Alameda,2007,All,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Merced,Oakland,Adm,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Merced,Oakland,Adm,Alameda,2010,All,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,Adm,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,Adm,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2014,Female,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2014,All,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,Adm,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2013,Female,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,Enr,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,3
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,Adm,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,5
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2013,All,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,Adm,Alameda,2012,All,OAKLAND SCHOOL FOR THE ARTS,4
OAKLAND SCHOOL FOR THE ARTS52410,Riverside,Oakland,App,Alameda,2012,All,OAKLAND SCHOOL FOR THE ARTS,7
