Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,Gender,School,Pivot Field Values
OAKLAND MILITARY INST COL PREP53972,Berkeley,Oakland,App,Alameda,2007,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,13
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,18
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,13
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,31
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2017,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2017,Male,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,23
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2015,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2015,Male,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2015,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2015,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,17
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2014,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2014,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2014,Female,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,15
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2013,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2013,Male,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2013,Male,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,16
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2012,Female,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2012,Female,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,13
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2010,Male,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2010,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2009,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2009,Female,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Enr,Alameda,2009,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2009,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2009,All,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2008,Male,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2008,Female,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2008,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,Adm,Alameda,2008,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2008,All,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2007,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Davis,Oakland,App,Alameda,2007,All,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,14
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,16
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,30
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2015,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2015,Male,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2015,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,13
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2010,Male,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,Adm,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Irvine,Oakland,App,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,Adm,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,13
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,23
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,App,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,Adm,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,App,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,Adm,Alameda,2009,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,Adm,Alameda,2009,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Los Angeles,Oakland,App,Alameda,2009,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,Adm,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,14
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,Adm,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,App,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,Adm,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,App,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,Adm,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Merced,Oakland,App,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,15
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,Adm,Alameda,2014,Female,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,App,Alameda,2014,Female,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,Adm,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,App,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,Adm,Alameda,2011,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,App,Alameda,2011,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Riverside,Oakland,Adm,Alameda,2008,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,Enr,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,Adm,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,Enr,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,16
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2015,Male,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,Adm,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2015,All,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,Adm,Alameda,2008,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,San Diego,Oakland,App,Alameda,2008,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,Adm,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,15
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,Adm,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,Adm,Alameda,2012,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2012,Female,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,Adm,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,Adm,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Santa Barbara,Oakland,App,Alameda,2007,All,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2018,Male,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2018,Female,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2018,All,OAKLAND MILITARY INST COL PREP,19
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2017,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2017,Male,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2017,Male,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2017,All,OAKLAND MILITARY INST COL PREP,9
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2016,Male,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2016,Female,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2016,All,OAKLAND MILITARY INST COL PREP,22
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2014,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2014,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2014,Male,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2014,Female,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2014,Female,OAKLAND MILITARY INST COL PREP,14
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2014,All,OAKLAND MILITARY INST COL PREP,22
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2013,Male,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2013,Male,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2013,Male,OAKLAND MILITARY INST COL PREP,15
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2013,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,14
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2013,All,OAKLAND MILITARY INST COL PREP,19
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2012,Male,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2012,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2012,Female,OAKLAND MILITARY INST COL PREP,8
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2012,Female,OAKLAND MILITARY INST COL PREP,10
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2012,All,OAKLAND MILITARY INST COL PREP,15
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2011,Female,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2011,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2011,All,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2011,All,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2011,All,OAKLAND MILITARY INST COL PREP,7
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2010,Male,OAKLAND MILITARY INST COL PREP,5
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2010,Male,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2010,Female,OAKLAND MILITARY INST COL PREP,3
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2010,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2010,Female,OAKLAND MILITARY INST COL PREP,6
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Enr,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,11
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,App,Alameda,2010,All,OAKLAND MILITARY INST COL PREP,12
OAKLAND MILITARY INST COL PREP53972,Santa Cruz,Oakland,Adm,Alameda,2007,All,OAKLAND MILITARY INST COL PREP,4
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,6
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2018,Male,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,11
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,23
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2018,Female,OAKLAND SCHOOL FOR THE ARTS,36
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,17
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,32
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2018,All,OAKLAND SCHOOL FOR THE ARTS,52
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,7
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,12
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2017,Male,OAKLAND SCHOOL FOR THE ARTS,19
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,9
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,App,Alameda,2017,Female,OAKLAND SCHOOL FOR THE ARTS,29
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Enr,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,16
OAKLAND SCHOOL FOR THE ARTS52410,Universitywide,Oakland,Adm,Alameda,2017,All,OAKLAND SCHOOL FOR THE ARTS,28
