cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
19644690000000,D,,Duarte Unified,Los Angeles,327,120,466,463,446,37,30.83,1516
19644690128736,S,Opportunities for Learning - Duarte,Duarte Unified,Los Angeles,82,17,408,397,422,1,5.88,1516
19644691932482,S,Duarte High,Duarte Unified,Los Angeles,220,103,475,474,449,36,34.95,1516
19645190000000,D,,El Monte Union High,Los Angeles,2326,1048,443,467,441,278,26.53,1516
19645191930320,S,Arroyo High,El Monte Union High,Los Angeles,515,251,464,485,459,86,34.26,1516
19645191932664,S,El Monte High,El Monte Union High,Los Angeles,438,232,427,455,429,48,20.69,1516
19645191932680,S,Mountain View High,El Monte Union High,Los Angeles,336,145,424,432,417,20,13.79,1516
19645191937481,S,Rosemead High,El Monte Union High,Los Angeles,421,251,474,509,472,109,43.43,1516
19645191995661,S,South El Monte High,El Monte Union High,Los Angeles,330,169,406,428,407,15,8.88,1516
19645270000000,D,,El Rancho Unified,Los Angeles,740,375,437,457,422,78,20.80,1516
19645271932706,S,El Rancho High,El Rancho Unified,Los Angeles,611,375,437,457,422,78,20.80,1516
19645350000000,D,,El Segundo Unified,Los Angeles,343,227,524,516,513,128,56.39,1516
19645351930353,S,Arena High (Continuation),El Segundo Unified,Los Angeles,13,2,*,*,*,*,*,1516
19645351932763,S,El Segundo High,El Segundo Unified,Los Angeles,330,225,523,516,512,127,56.44,1516
19645680000000,D,,Glendale Unified,Los Angeles,2167,910,532,566,536,605,66.48,1516
19645681932144,S,Crescenta Valley High,Glendale Unified,Los Angeles,674,427,560,595,569,325,76.11,1516
19645681933472,S,Daily (Allan F.) High (Continuation),Glendale Unified,Los Angeles,157,1,*,*,*,*,*,1516
19645681933530,S,Glendale High,Glendale Unified,Los Angeles,639,221,494,524,488,109,49.32,1516
19645681934082,S,Herbert Hoover High,Glendale Unified,Los Angeles,391,111,508,538,506,68,61.26,1516
19645681995497,S,Verdugo Academy,Glendale Unified,Los Angeles,19,3,*,*,*,*,*,1516
19645681996131,S,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,255,147,526,566,535,99,67.35,1516
19645760000000,D,,Glendora Unified,Los Angeles,588,303,532,554,522,209,68.98,1516
19645761933597,S,Glendora High,Glendora Unified,Los Angeles,552,303,532,554,522,209,68.98,1516
19645840000000,D,,Gorman Elementary,Los Angeles,219,36,507,484,481,16,44.44,1516
19645841996305,S,Gorman Learning Center,Gorman Elementary,Los Angeles,219,36,507,484,481,16,44.44,1516
19645920000000,D,,Hawthorne,Los Angeles,120,118,488,512,494,60,50.85,1516
19645920100354,S,Hawthorne Math and Science Academy,Hawthorne,Los Angeles,120,118,488,512,494,60,50.85,1516
19646340000000,D,,Inglewood Unified,Los Angeles,811,443,412,407,401,59,13.32,1516
19646341934231,S,Inglewood High,Inglewood Unified,Los Angeles,283,155,390,376,374,9,5.81,1516
19646341936046,S,Morningside High School,Inglewood Unified,Los Angeles,239,120,383,367,373,3,2.50,1516
19646341996529,S,City Honors College Preparatory Academy,Inglewood Unified,Los Angeles,63,58,441,409,423,10,17.24,1516
19646341996586,S,Animo Inglewood Charter High,Inglewood Unified,Los Angeles,137,110,460,494,458,37,33.64,1516
19646590000000,D,,La Canada Unified,Los Angeles,346,239,601,632,597,208,87.03,1516
19646591934611,S,La Canada High,La Canada Unified,Los Angeles,341,239,601,632,597,208,87.03,1516
19646830000000,D,,Las Virgenes Unified,Los Angeles,971,472,557,571,566,356,75.42,1516
19646831930080,S,Agoura High,Las Virgenes Unified,Los Angeles,502,263,552,568,554,194,73.76,1516
19646831931781,S,Calabasas High,Las Virgenes Unified,Los Angeles,443,209,562,576,582,162,77.51,1516
19646910000000,D,,Lawndale Elementary,Los Angeles,117,125,427,443,460,26,20.80,1516
19646911996438,S,Environmental Charter High,Lawndale Elementary,Los Angeles,117,125,427,443,460,26,20.80,1516
19647090000000,D,,Lennox,Los Angeles,264,265,424,432,429,51,19.25,1516
19647090100602,S,"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,131,128,440,445,440,31,24.22,1516
19647091996313,S,Animo Leadership High,Lennox,Los Angeles,133,137,409,421,418,20,14.60,1516
19647250000000,D,,Long Beach Unified,Los Angeles,6299,3421,456,461,455,1103,32.24,1516
19647250125153,S,Beach High-Intensive Learning Program,Long Beach Unified,Los Angeles,66,0,NA,NA,NA,NA,NA,1516
19647251930411,S,Avalon K-12,Long Beach Unified,Los Angeles,50,38,435,461,452,9,23.68,1516
19647251934470,S,Jordan High,Long Beach Unified,Los Angeles,804,339,392,404,394,32,9.44,1516
19647251934678,S,Lakewood High,Long Beach Unified,Los Angeles,821,521,450,454,447,148,28.41,1516
19647251935758,S,Millikan High,Long Beach Unified,Los Angeles,842,555,468,467,466,188,33.87,1516
19647251936947,S,Polytechnic High,Long Beach Unified,Los Angeles,1077,688,488,496,484,306,44.48,1516
19647251939875,S,Wilson High,Long Beach Unified,Los Angeles,903,612,464,464,465,220,35.95,1516
19647251995539,S,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,164,167,576,605,590,142,85.03,1516
19647251995570,S,Educational Partnership High,Long Beach Unified,Los Angeles,680,1,*,*,*,*,*,1516
19647251995935,S,Cabrillo High,Long Beach Unified,Los Angeles,579,424,382,387,381,30,7.08,1516
19647251996503,S,Renaissance High School for the Arts,Long Beach Unified,Los Angeles,112,76,489,465,486,28,36.84,1516
19647330000000,D,,Los Angeles Unified,Los Angeles,43432,24862,431,436,430,5498,22.11,1516
19647330100677,S,High Tech LA,Los Angeles Unified,Los Angeles,80,49,501,493,497,26,53.06,1516
19647330100750,S,Wallis Annenberg High,Los Angeles Unified,Los Angeles,99,108,392,424,404,15,13.89,1516
19647330100776,S,North Valley Military Institute College Preparator,Los Angeles Unified,Los Angeles,23,18,426,403,406,2,11.11,1516
19647330100800,S,Central City Value,Los Angeles Unified,Los Angeles,117,115,397,399,408,12,10.43,1516
19647330101196,S,View Park Preparatory Accelerated High,Los Angeles Unified,Los Angeles,165,0,NA,NA,NA,NA,NA,1516
19647330101329,S,William J. Johnston Community Day,Los Angeles Unified,Los Angeles,30,1,*,*,*,*,*,1516
19647330101659,S,Crenshaw Arts-Technology Charter High,Los Angeles Unified,Los Angeles,33,34,383,363,363,1,2.94,1516
19647330101675,S,Oscar De La Hoya Animo Charter High,Los Angeles Unified,Los Angeles,148,139,403,411,426,21,15.11,1516
19647330101683,S,Renaissance Arts Academy,Los Angeles Unified,Los Angeles,42,29,571,535,537,20,68.97,1516
19647330102434,S,Animo South Los Angeles Charter,Los Angeles Unified,Los Angeles,149,142,374,367,367,5,3.52,1516
19647330102541,S,New Designs Charter,Los Angeles Unified,Los Angeles,77,81,396,407,411,13,16.05,1516
19647330102764,S,Richard A. Alonzo Community Day,Los Angeles Unified,Los Angeles,36,4,*,*,*,*,*,1516
19647330102913,S,Middle College High,Los Angeles Unified,Los Angeles,107,85,421,437,429,14,16.47,1516
19647330102921,S,Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,92,95,484,510,487,46,48.42,1516
19647330106351,S,Ivy Academia,Los Angeles Unified,Los Angeles,48,39,427,417,428,5,12.82,1516
19647330106435,S,Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,34,111,407,398,394,13,11.71,1516
19647330106831,S,Animo Venice Charter High,Los Angeles Unified,Los Angeles,127,119,418,423,417,23,19.33,1516
19647330106849,S,Animo Pat Brown,Los Angeles Unified,Los Angeles,146,138,402,423,400,19,13.77,1516
19647330106864,S,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles Unified,Los Angeles,122,89,424,432,441,10,11.24,1516
19647330106997,S,Orthopaedic Hospital,Los Angeles Unified,Los Angeles,185,153,438,444,447,36,23.53,1516
19647330107003,S,Northridge Academy High,Los Angeles Unified,Los Angeles,215,141,447,437,432,28,19.86,1516
19647330107011,S,International Studies Learning Center at Legacy Hi,Los Angeles Unified,Los Angeles,109,83,435,451,442,16,19.28,1516
19647330107755,S,Port of Los Angeles High,Los Angeles Unified,Los Angeles,220,145,468,484,483,55,37.93,1516
19647330108878,S,CHAMPS - Charter HS of Arts-Multimedia & Performin,Los Angeles Unified,Los Angeles,190,132,496,464,476,59,44.70,1516
19647330108894,S,Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,134,130,393,419,400,17,13.08,1516
19647330108928,S,Larchmont Charter,Los Angeles Unified,Los Angeles,46,36,477,462,454,12,33.33,1516
19647330108936,S,Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,146,150,397,420,414,20,13.33,1516
19647330109322,S,Pacific Boulevard,Los Angeles Unified,Los Angeles,25,0,NA,NA,NA,NA,NA,1516
19647330109447,S,Santee Education Complex,Los Angeles Unified,Los Angeles,318,226,393,384,384,15,6.64,1516
19647330109454,S,South East High,Los Angeles Unified,Los Angeles,445,288,421,415,433,59,20.49,1516
19647330109462,S,Maywood Academy High,Los Angeles Unified,Los Angeles,279,147,411,412,424,19,12.93,1516
19647330110304,S,Los Angeles Academy of Arts & Enterprise Charter,Los Angeles Unified,Los Angeles,28,23,360,392,370,2,8.70,1516
19647330110668,S,Frida Kahlo High,Los Angeles Unified,Los Angeles,47,2,*,*,*,*,*,1516
19647330111484,S,New Village Girls Academy,Los Angeles Unified,Los Angeles,27,26,353,324,354,0,0.00,1516
19647330111492,S,Alliance Patti And Peter Neuwirth Leadership Acade,Los Angeles Unified,Los Angeles,119,132,371,387,382,13,9.85,1516
19647330111500,S,Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,105,107,427,474,450,28,26.17,1516
19647330111575,S,Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,141,96,395,390,393,5,5.21,1516
19647330111583,S,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,151,127,359,381,375,4,3.15,1516
19647330111625,S,Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,116,98,371,360,377,4,4.08,1516
19647330111641,S,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,122,115,425,422,436,22,19.13,1516
19647330111658,S,Alliance Marc & Eva Stern Math and Science,Los Angeles Unified,Los Angeles,168,154,427,434,435,31,20.13,1516
19647330112029,S,School of Business and Tourism at Contreras Learni,Los Angeles Unified,Los Angeles,109,89,382,393,389,4,4.49,1516
19647330112037,S,East Valley Senior High,Los Angeles Unified,Los Angeles,139,82,372,376,367,4,4.88,1516
19647330112045,S,Arleta High,Los Angeles Unified,Los Angeles,313,216,395,410,392,14,6.48,1516
19647330112052,S,Panorama High,Los Angeles Unified,Los Angeles,298,127,393,405,404,11,8.66,1516
19647330112508,S,Bright Star Secondary Charter Academy,Los Angeles Unified,Los Angeles,112,82,464,484,472,29,35.37,1516
19647330112862,S,Student Empowerment Academy,Los Angeles Unified,Los Angeles,46,36,377,375,371,0,0.00,1516
19647330112870,S,Contreras Learning Center-Los Angeles School of Gl,Los Angeles Unified,Los Angeles,90,62,372,381,358,3,4.84,1516
19647330114850,S,West Adams Preparatory High,Los Angeles Unified,Los Angeles,365,220,376,399,376,13,5.91,1516
19647330115030,S,Magnolia Science Academy 3,Los Angeles Unified,Los Angeles,34,34,373,397,394,6,17.65,1516
19647330115212,S,Magnolia Science Academy 2,Los Angeles Unified,Los Angeles,48,34,409,426,430,5,14.71,1516
19647330115253,S,Discovery Charter Preparatory #2,Los Angeles Unified,Los Angeles,59,45,395,388,387,5,11.11,1516
19647330116509,S,Alliance Morgan McKinzie High,Los Angeles Unified,Los Angeles,63,57,392,397,395,7,12.28,1516
19647330117051,S,Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,255,145,393,406,393,13,8.97,1516
19647330117069,S,Helen Bernstein High,Los Angeles Unified,Los Angeles,120,55,388,401,384,3,5.45,1516
19647330117077,S,APEX Academy,Los Angeles Unified,Los Angeles,102,46,363,358,365,2,4.35,1516
19647330117598,S,Alliance Health Services Academy High,Los Angeles Unified,Los Angeles,98,86,391,390,401,10,11.63,1516
19647330117606,S,Alliance Leichtman-Levine Family Foundation Enviro,Los Angeles Unified,Los Angeles,120,111,444,442,439,24,21.62,1516
19647330117622,S,Magnolia Science Academy 4,Los Angeles Unified,Los Angeles,21,21,459,421,442,6,28.57,1516
19647330117721,S,Contreras Learning Center-Academic Leadership Comm,Los Angeles Unified,Los Angeles,88,51,393,406,385,2,3.92,1516
19647330117747,S,RFK Community Schools-Los Angeles High School of t,Los Angeles Unified,Los Angeles,85,74,420,424,424,11,14.86,1516
19647330117754,S,Los Angeles Teacher Preparatory Academy,Los Angeles Unified,Los Angeles,36,28,330,329,314,1,3.57,1516
19647330117762,S,RFK Community Schools-for the Visual Arts and Huma,Los Angeles Unified,Los Angeles,66,59,377,408,377,2,3.39,1516
19647330117911,S,New Millennium Secondary,Los Angeles Unified,Los Angeles,43,26,401,389,408,2,7.69,1516
19647330118588,S,Alain Leroy Locke College Preparatory Academy,Los Angeles Unified,Los Angeles,477,233,360,359,353,10,4.29,1516
19647330119651,S,Sun Valley High,Los Angeles Unified,Los Angeles,89,34,358,367,378,0,0.00,1516
19647330119685,S,RFK Community Schools-New Open World Academy K-12,Los Angeles Unified,Los Angeles,36,36,408,404,401,4,11.11,1516
19647330119693,S,RFK Community Schools-UCLA Community K-12,Los Angeles Unified,Los Angeles,110,93,395,420,400,14,15.05,1516
19647330119727,S,Ramon C. Cortines School of Visual and Performing,Los Angeles Unified,Los Angeles,361,247,453,439,448,61,24.70,1516
19647330119966,S,Felicitas and Gonzalo Mendez High,Los Angeles Unified,Los Angeles,166,75,396,407,400,7,9.33,1516
19647330120071,S,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,14,10,*,*,*,*,*,1516
19647330120360,S,Daniel Pearl Journalism & Communications Magnet,Los Angeles Unified,Los Angeles,93,60,462,449,453,13,21.67,1516
19647330121095,S,RFK Community Schools-Ambassador-Global Leadership,Los Angeles Unified,Los Angeles,79,55,431,431,430,15,27.27,1516
19647330121285,S,Alliance Cindy and Bill Simon Technology Academy H,Los Angeles Unified,Los Angeles,133,126,357,381,356,7,5.56,1516
19647330121293,S,Alliance Tennenbaum Family Technology High,Los Angeles Unified,Los Angeles,132,117,399,415,402,19,16.24,1516
19647330122275,S,Environmental and Social Policy Magnet,Los Angeles Unified,Los Angeles,46,14,*,*,*,*,*,1516
19647330122333,S,"Math, Science, & Technology Magnet Academy at Roos",Los Angeles Unified,Los Angeles,98,85,435,450,424,19,22.35,1516
19647330122341,S,Esteban Torres East LA Performing Arts Magnet,Los Angeles Unified,Los Angeles,100,62,389,384,389,5,8.06,1516
19647330122358,S,Humanitas Academy of Art and Technology at Esteban,Los Angeles Unified,Los Angeles,75,57,382,374,390,3,5.26,1516
19647330122366,S,Social Justice Leadership Academy at Esteban E. To,Los Angeles Unified,Los Angeles,85,74,377,370,380,1,1.35,1516
19647330122374,S,East Los Angeles Renaissance Academy at Esteban E.,Los Angeles Unified,Los Angeles,74,50,377,386,373,4,8.00,1516
19647330122382,S,Engineering and Technology Academy at Esteban E. T,Los Angeles Unified,Los Angeles,79,48,369,393,359,2,4.17,1516
19647330122606,S,PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,115,115,398,409,405,15,13.04,1516
19647330122721,S,Aspire Pacific Academy,Los Angeles Unified,Los Angeles,144,136,394,398,386,13,9.56,1516
19647330122861,S,Camino Nuevo Academy #2,Los Angeles Unified,Los Angeles,0,27,353,348,358,0,0.00,1516
19647330123133,S,Alliance Susan and Eric Smidt Technology High,Los Angeles Unified,Los Angeles,132,112,380,384,383,10,8.93,1516
19647330123141,S,Alliance College-Ready Academy High 16,Los Angeles Unified,Los Angeles,92,94,398,403,398,11,11.70,1516
19647330124362,S,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,323,207,442,424,438,35,16.91,1516
19647330124370,S,Cesar E. Chavez Learning Academy - Arts/Theatre/En,Los Angeles Unified,Los Angeles,120,50,412,371,398,4,8.00,1516
19647330124388,S,Cesar E. Chavez Learning Academies-Social Justice,Los Angeles Unified,Los Angeles,119,105,417,421,424,12,11.43,1516
19647330124396,S,Cesar E. Chavez Learning Academies-Academy of Scie,Los Angeles Unified,Los Angeles,99,51,407,391,386,2,3.92,1516
19647330124404,S,Cesar E. Chavez Learning Academies-Teacher Prepara,Los Angeles Unified,Los Angeles,115,58,385,379,372,1,1.72,1516
19647330124412,S,Los Angeles River at Sonia Sotomayor Learning Acad,Los Angeles Unified,Los Angeles,40,31,383,371,371,0,0.00,1516
19647330124420,S,School of History and Dramatic Arts at Sonia Sotom,Los Angeles Unified,Los Angeles,89,58,402,384,394,3,5.17,1516
19647330124479,S,Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,200,100,378,372,375,5,5.00,1516
19647330124487,S,Public Service Community at Diego Rivera Learning,Los Angeles Unified,Los Angeles,105,75,401,390,400,8,10.67,1516
19647330124495,S,Communication and Technology at Diego Rivera Learn,Los Angeles Unified,Los Angeles,105,74,410,417,396,6,8.11,1516
19647330124503,S,Green Design at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,83,42,412,405,403,3,7.14,1516
19647330124511,S,Performing Arts Community at Diego Rivera Learning,Los Angeles Unified,Los Angeles,126,76,378,383,385,2,2.63,1516
19647330124529,S,Rancho Dominguez Preparatory,Los Angeles Unified,Los Angeles,146,92,412,402,400,5,5.43,1516
19647330124560,S,Synergy Quantum Academy,Los Angeles Unified,Los Angeles,118,99,425,438,443,21,21.21,1516
19647330124883,S,Animo College Preparatory Academy,Los Angeles Unified,Los Angeles,105,55,359,357,358,2,3.64,1516
19647330124891,S,Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,96,97,366,379,360,4,4.12,1516
19647330124933,S,PUC Early College Academy for Leaders and Scholars,Los Angeles Unified,Los Angeles,106,105,387,419,404,9,8.57,1516
19647330125864,S,USC Hybrid High,Los Angeles Unified,Los Angeles,89,14,*,*,*,*,*,1516
19647330125963,S,Leadership in Entertainment and Media Arts (LEMA),Los Angeles Unified,Los Angeles,55,16,417,405,410,2,12.50,1516
19647330125989,S,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,139,109,418,423,414,19,17.43,1516
19647330126185,S,Academy of Science and Engineering,Los Angeles Unified,Los Angeles,69,50,392,366,381,2,4.00,1516
19647330126474,S,Hilda L. Solis Learning Academy School of Technolo,Los Angeles Unified,Los Angeles,76,41,400,398,385,2,4.88,1516
19647330126482,S,Augustus F. Hawkins High A Critical Design and Gam,Los Angeles Unified,Los Angeles,142,124,355,369,350,3,2.42,1516
19647330126490,S,Augustus F. Hawkins High B Community Health Advoca,Los Angeles Unified,Los Angeles,73,53,361,355,380,0,0.00,1516
19647330126508,S,Augustus F. Hawkins High C Responsible Indigenous,Los Angeles Unified,Los Angeles,108,66,349,353,338,1,1.52,1516
19647330126516,S,Linda Esperanza Marquez High A Huntington Park Ins,Los Angeles Unified,Los Angeles,142,96,408,398,416,13,13.54,1516
19647330126524,S,Linda Esperanza Marquez High B LIBRA Academy,Los Angeles Unified,Los Angeles,154,113,418,422,423,20,17.70,1516
19647330126532,S,Linda Esperanza Marquez High C School of Social Ju,Los Angeles Unified,Los Angeles,108,57,422,431,425,6,10.53,1516
19647330126540,S,"Science, Technology, Engineering, Arts and Mathema",Los Angeles Unified,Los Angeles,112,86,410,406,397,13,15.12,1516
19647330126557,S,Visual and Performing Arts at Legacy High School C,Los Angeles Unified,Los Angeles,69,41,405,393,409,3,7.32,1516
19647330126573,S,Academy for Multilingual Arts and Science at Mervy,Los Angeles Unified,Los Angeles,127,41,361,371,356,1,2.44,1516
19647330126615,S,Academies of Education and Empowerment at Carson H,Los Angeles Unified,Los Angeles,116,78,423,417,420,12,15.38,1516
19647330126623,S,Academy of Medical Arts at Carson High,Los Angeles Unified,Los Angeles,121,88,434,450,428,19,21.59,1516
19647330127787,S,Humanities and Arts (HARTS) Academy of Los Angeles,Los Angeles Unified,Los Angeles,81,34,438,387,419,4,11.76,1516
19647330127795,S,Contreras Learning Center-School of Social Justice,Los Angeles Unified,Los Angeles,103,98,376,384,377,4,4.08,1516
19647330127803,S,Early College Academy-LA Trade Tech College,Los Angeles Unified,Los Angeles,101,1,*,*,*,*,*,1516
19647330127910,S,Camino Nuevo High No. 2,Los Angeles Unified,Los Angeles,115,0,NA,NA,NA,NA,NA,1516
19647330130997,S,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,81,35,410,397,393,1,2.86,1516
19647330133272,S,PUC Triumph Charter Academy and PUC Triumph Charte,Los Angeles Unified,Los Angeles,40,37,395,388,397,3,8.11,1516
19647330133298,S,PUC CALS Middle and Early College High,Los Angeles Unified,Los Angeles,48,0,NA,NA,NA,NA,NA,1516
19647331930064,S,William Tell Aggeler Opportunity High,Los Angeles Unified,Los Angeles,26,0,NA,NA,NA,NA,NA,1516
19647331930387,S,Central High,Los Angeles Unified,Los Angeles,119,1,*,*,*,*,*,1516
19647331930429,S,View Park Continuation,Los Angeles Unified,Los Angeles,36,4,*,*,*,*,*,1516
19647331930551,S,San Antonio Continuation,Los Angeles Unified,Los Angeles,51,2,*,*,*,*,*,1516
19647331930619,S,Harold McAlister High (Opportunity),Los Angeles Unified,Los Angeles,33,0,NA,NA,NA,NA,NA,1516
19647331930650,S,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,481,298,391,411,392,28,9.40,1516
19647331930692,S,Thomas Riley High,Los Angeles Unified,Los Angeles,31,2,*,*,*,*,*,1516
19647331930783,S,Phoenix Continuation,Los Angeles Unified,Los Angeles,32,1,*,*,*,*,*,1516
19647331930866,S,Bell Senior High,Los Angeles Unified,Los Angeles,606,393,407,428,417,67,17.05,1516
19647331930924,S,Belmont Senior High,Los Angeles Unified,Los Angeles,187,117,397,408,390,12,10.26,1516
19647331931047,S,Birmingham Community Charter High,Los Angeles Unified,Los Angeles,796,392,436,434,429,76,19.39,1516
19647331931336,S,Cheviot Hills Continuation,Los Angeles Unified,Los Angeles,12,1,*,*,*,*,*,1516
19647331931435,S,Robert H. Lewis Continuation,Los Angeles Unified,Los Angeles,35,1,*,*,*,*,*,1516
19647331931476,S,Canoga Park Senior High,Los Angeles Unified,Los Angeles,344,153,415,418,410,15,9.80,1516
19647331931526,S,Carson Senior High,Los Angeles Unified,Los Angeles,325,186,420,416,411,27,14.52,1516
19647331931534,S,Will Rogers Continuation,Los Angeles Unified,Los Angeles,83,5,*,*,*,*,*,1516
19647331931690,S,Independence Continuation,Los Angeles Unified,Los Angeles,47,1,*,*,*,*,*,1516
19647331931708,S,Chatsworth Charter High,Los Angeles Unified,Los Angeles,507,206,450,448,447,54,26.21,1516
19647331931716,S,Valley Alternative Magnet,Los Angeles Unified,Los Angeles,47,33,464,471,475,11,33.33,1516
19647331931864,S,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,642,383,512,505,510,202,52.74,1516
19647331931997,S,Odyssey Continuation,Los Angeles Unified,Los Angeles,32,1,*,*,*,*,*,1516
19647331932128,S,"Crenshaw Science, Technology, Engineering, Math an",Los Angeles Unified,Los Angeles,222,118,383,377,380,7,5.93,1516
19647331932250,S,Henry David Thoreau Continuation,Los Angeles Unified,Los Angeles,16,1,*,*,*,*,*,1516
19647331932334,S,Jane Addams Continuation,Los Angeles Unified,Los Angeles,38,1,*,*,*,*,*,1516
19647331932383,S,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,244,147,369,367,373,4,2.72,1516
19647331932540,S,Eagle Rock High,Los Angeles Unified,Los Angeles,384,249,488,480,469,96,38.55,1516
19647331932623,S,El Camino Real Charter High,Los Angeles Unified,Los Angeles,1044,479,511,523,511,258,53.86,1516
19647331932847,S,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,219,182,539,567,534,113,62.09,1516
19647331932888,S,Downtown Business High,Los Angeles Unified,Los Angeles,223,193,456,485,450,60,31.09,1516
19647331932920,S,Fairfax Senior High,Los Angeles Unified,Los Angeles,457,268,451,478,452,88,32.84,1516
19647331932987,S,John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,675,408,418,436,416,69,16.91,1516
19647331933001,S,King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,347,290,440,442,436,58,20.00,1516
19647331933043,S,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,302,171,436,451,430,32,18.71,1516
19647331933118,S,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,397,157,391,397,394,14,8.92,1516
19647331933233,S,Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,224,156,516,527,524,93,59.62,1516
19647331933241,S,Gardena Senior High,Los Angeles Unified,Los Angeles,344,148,409,417,409,16,10.81,1516
19647331933381,S,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,559,362,411,426,416,56,15.47,1516
19647331933746,S,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1085,759,525,548,526,491,64.69,1516
19647331933795,S,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,477,189,441,436,440,45,23.81,1516
19647331933852,S,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,658,399,473,461,471,138,34.59,1516
19647331934033,S,Hollywood Senior High,Los Angeles Unified,Los Angeles,308,223,442,448,441,63,28.25,1516
19647331934157,S,Huntington Park Senior High,Los Angeles Unified,Los Angeles,339,207,392,397,389,18,8.70,1516
19647331934371,S,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,230,129,373,394,383,7,5.43,1516
19647331934454,S,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,154,53,365,380,359,2,3.77,1516
19647331935121,S,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,266,160,426,459,418,34,21.25,1516
19647331935352,S,Los Angeles Senior High,Los Angeles Unified,Los Angeles,298,186,406,430,404,29,15.59,1516
19647331935519,S,Manual Arts Senior High,Los Angeles Unified,Los Angeles,308,205,372,364,371,9,4.39,1516
19647331935568,S,John Marshall Senior High,Los Angeles Unified,Los Angeles,518,348,489,500,489,153,43.97,1516
19647331935865,S,James Monroe High,Los Angeles Unified,Los Angeles,563,223,421,415,422,34,15.25,1516
19647331936160,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,568,299,434,450,429,64,21.40,1516
19647331936350,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,623,344,485,481,482,124,36.05,1516
19647331937085,S,Ramona Opportunity High,Los Angeles Unified,Los Angeles,16,1,*,*,*,*,*,1516
19647331937226,S,Reseda Senior High,Los Angeles Unified,Los Angeles,383,197,429,422,424,41,20.81,1516
19647331937424,S,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,447,222,381,378,380,11,4.95,1516
19647331937622,S,San Fernando Senior High,Los Angeles Unified,Los Angeles,549,301,416,421,411,42,13.95,1516
19647331937838,S,San Pedro Senior High,Los Angeles Unified,Los Angeles,538,262,465,458,453,81,30.92,1516
19647331938307,S,South Gate Senior High,Los Angeles Unified,Los Angeles,660,388,413,409,405,54,13.92,1516
19647331938554,S,Sylmar Senior High,Los Angeles Unified,Los Angeles,439,249,405,415,390,22,8.84,1516
19647331938612,S,Taft Charter High,Los Angeles Unified,Los Angeles,532,224,498,517,511,111,49.55,1516
19647331938885,S,University Senior High,Los Angeles Unified,Los Angeles,402,274,462,465,454,84,30.66,1516
19647331938968,S,Van Nuys Senior High,Los Angeles Unified,Los Angeles,530,320,509,530,503,164,51.25,1516
19647331939040,S,Venice Senior High,Los Angeles Unified,Los Angeles,419,249,465,475,458,87,34.94,1516
19647331939107,S,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,298,159,465,477,455,51,32.08,1516
