Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,School,Uad Uc Ethn 6 Cat,Pivot Field Values
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,1999,OAKLAND TECHNICAL HIGH SCHOOL,Asian,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,1999,OAKLAND TECHNICAL HIGH SCHOOL,African American,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,1999,OAKLAND TECHNICAL HIGH SCHOOL,African American,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,Adm,Alameda,1999,OAKLAND TECHNICAL HIGH SCHOOL,All,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Riverside,Oakland,App,Alameda,1999,OAKLAND TECHNICAL HIGH SCHOOL,All,22
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,White,15
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Asian,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Asian,17
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Asian,58
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,African American,13
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,All,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,All,21
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,All,101
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,White,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,White,25
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Asian,15
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Asian,45
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,African American,20
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,All,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,All,30
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,All,103
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,White,17
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,White,32
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Asian,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Asian,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Asian,35
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,19
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,African American,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,All,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,All,41
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,All,103
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,White,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,White,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,White,30
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Asian,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Asian,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Asian,33
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,African American,18
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,All,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,All,28
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,All,90
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,White,10
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,White,28
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Asian,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Asian,35
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,African American,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,All,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,All,20
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,All,96
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,White,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,White,32
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Asian,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Asian,29
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,African American,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,All,19
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,All,75
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,White,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,White,28
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Asian,10
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Asian,32
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,African American,13
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,All,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,All,24
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,All,78
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,White,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,White,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,White,15
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Asian,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Asian,15
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Asian,25
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,All,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,All,31
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,All,49
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,White,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,White,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Asian,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Asian,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Asian,18
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,African American,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,All,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,All,20
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,All,42
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,White,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Asian,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Asian,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Asian,17
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,African American,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,African American,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,All,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,All,20
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,All,36
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,White,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Asian,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Asian,20
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Asian,29
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,All,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,All,28
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,All,45
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,White,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Asian,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Asian,19
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,All,21
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,All,35
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,White,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,White,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,Asian,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,Asian,16
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,African American,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,African American,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,All,18
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2006,OAKLAND TECHNICAL HIGH SCHOOL,All,31
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2005,OAKLAND TECHNICAL HIGH SCHOOL,White,8
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2005,OAKLAND TECHNICAL HIGH SCHOOL,White,10
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2005,OAKLAND TECHNICAL HIGH SCHOOL,Asian,12
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2005,OAKLAND TECHNICAL HIGH SCHOOL,Asian,17
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2005,OAKLAND TECHNICAL HIGH SCHOOL,All,22
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2005,OAKLAND TECHNICAL HIGH SCHOOL,All,34
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,White,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,Asian,10
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,Asian,18
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Enr,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,All,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,All,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2004,OAKLAND TECHNICAL HIGH SCHOOL,All,31
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,White,6
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,Asian,11
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,Asian,19
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,African American,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,African American,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,All,24
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2003,OAKLAND TECHNICAL HIGH SCHOOL,All,41
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,White,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,White,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,Asian,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,Asian,15
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,All,16
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2002,OAKLAND TECHNICAL HIGH SCHOOL,All,28
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,White,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,White,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,Asian,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,Asian,17
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,All,13
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,2001,OAKLAND TECHNICAL HIGH SCHOOL,All,37
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1998,OAKLAND TECHNICAL HIGH SCHOOL,Asian,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1998,OAKLAND TECHNICAL HIGH SCHOOL,Asian,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1998,OAKLAND TECHNICAL HIGH SCHOOL,African American,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1998,OAKLAND TECHNICAL HIGH SCHOOL,African American,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1998,OAKLAND TECHNICAL HIGH SCHOOL,All,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1998,OAKLAND TECHNICAL HIGH SCHOOL,All,22
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1997,OAKLAND TECHNICAL HIGH SCHOOL,White,4
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1997,OAKLAND TECHNICAL HIGH SCHOOL,White,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1997,OAKLAND TECHNICAL HIGH SCHOOL,Asian,9
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1997,OAKLAND TECHNICAL HIGH SCHOOL,Asian,14
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1997,OAKLAND TECHNICAL HIGH SCHOOL,All,15
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1997,OAKLAND TECHNICAL HIGH SCHOOL,All,26
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1996,OAKLAND TECHNICAL HIGH SCHOOL,Asian,3
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,Adm,Alameda,1996,OAKLAND TECHNICAL HIGH SCHOOL,All,7
OAKLAND TECHNICAL HIGH SCHOOL52240,San Diego,Oakland,App,Alameda,1996,OAKLAND TECHNICAL HIGH SCHOOL,All,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Santa Barbara,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Santa Barbara,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,White,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Santa Barbara,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,White,33
